"ensembl"	"Resolving.Mac"	"Inflammatory.Mac"	"FAPs"	"MuSCs"	"ECs"	"Neutrophils"
"ENSMUSG00000009905"	3.76423451878926	2.31796037620831	4.75939064999271	3.27550857036611	2.96314188529149	6.31646772856977
"ENSMUSG00000009907"	29.4830600580975	21.1574881751031	9.90467684973849	10.3139929572335	8.80638750073738	54.699683266442
"ENSMUSG00000010175"	0	0	0	11.870541613849	0	0
"ENSMUSG00000010290"	2.81464944256744	1.82432038028561	3.6926403083616	3.20578343583216	1.66654185897508	1.86465940272092
"ENSMUSG00000010311"	0	0	0.702555073412926	0	0	0
"ENSMUSG00000010453"	7.95405140625469	6.41845715489581	7.71378240518539	10.4973963654251	5.7089944026807	10.3478095751239
"ENSMUSG00000010609"	12.3730431751598	10.8735976311254	3.44660350285515	1.80139810300133	1.41806990798411	14.676235852834
"ENSMUSG00000013275"	2.67623972339356	2.07901805947005	4.68171580941069	8.78291536056893	2.57191581326159	4.1008715883588
"ENSMUSG00000013465"	9.2343019194321	7.08353330365018	10.600261871892	6.83776999761375	7.13147131064611	7.2140389584686
"ENSMUSG00000013698"	41.7983776721573	27.8247271909485	35.1901541508411	17.8332265003883	26.785512619207	7.91468279827905
"ENSMUSG00000013973"	4.4925278895364	6.14062549347528	5.75097320765821	4.44318253325874	3.08462377138043	6.08277944584327
"ENSMUSG00000013997"	7.21816065406274	4.82237068840929	6.36671070717451	5.41362071199707	3.23310882698422	6.4730416186476
"ENSMUSG00000014602"	1.99641315342938	1.03191063206721	0	0.580470529722234	0	0.392390843526169
"ENSMUSG00000014852"	0.159129108915835	0	0	0	0	0.326068139470531
"ENSMUSG00000014867"	31.8590108658587	33.0831498587452	107.144384943328	20.1546075222263	7.5146460815041	37.3021614188381
"ENSMUSG00000014873"	12.7719665539978	8.74896742374621	15.866779514311	11.0895723015112	4.3505501504301	8.34798367881827
"ENSMUSG00000014980"	3.03545972400588	2.28355882571716	17.082685028474	7.70544901473597	4.56125998015441	1.50664979054283
"ENSMUSG00000015085"	0	0	6.4036325199292	2.20889074296114	0	0
"ENSMUSG00000015087"	12.3680690642497	10.4342306160537	17.3919008440819	11.3342665514314	5.25228493268968	6.41951331781241
"ENSMUSG00000015090"	0	0	0	0.791653379000674	0	0
"ENSMUSG00000015092"	28.0639761063131	28.8435489466174	51.5013013286093	20.8028508254323	10.3769758626099	26.9401383862245
"ENSMUSG00000015094"	0	0	36.0100411069152	12.2713991864734	12.5576900723344	0
"ENSMUSG00000015095"	9.07113151351698	6.32942413717929	8.10533745343676	6.09789456604779	3.50430688932873	4.30023230331136
"ENSMUSG00000015222"	0	0	3.49207856912146	33.7934800788679	0.380216567012246	0
"ENSMUSG00000015314"	3.00293683663738	2.08634218639952	0	0	0	0.567144667986034
"ENSMUSG00000015335"	1.59888911431626	2.5110339576786	1.99391581668463	1.84494183827142	1.85698236948221	0
"ENSMUSG00000015355"	132.140094732339	97.700196038222	0	0	0	34.3489983978193
"ENSMUSG00000015488"	8.20184355156183	6.52673658021943	9.77136632326528	4.91524490548224	1.87871667116779	40.0448822969485
"ENSMUSG00000015619"	0	0	0	0.152235067001521	0	0
"ENSMUSG00000015790"	17.2352614528265	10.3422433996649	12.8206042681598	8.83368135216611	8.31149048256463	6.76015583029666
"ENSMUSG00000015829"	0	0	0.0171518110976506	0	0	0
"ENSMUSG00000015846"	10.7763339794384	9.71985707429892	8.87945471611605	4.85801680722155	4.3966013011259	3.07385779081175
"ENSMUSG00000016181"	1.67370644018829	1.55076139821154	3.8509133487354	4.77593812486245	1.20649508575406	1.3685421087544
"ENSMUSG00000016194"	0.520197673548748	0	5.26243391394692	0.618265348258771	0	4.88723062842856
"ENSMUSG00000016200"	0	0	0	0.512911461091788	0	0
"ENSMUSG00000016262"	0	0	5.99937125398118	5.86472683513144	0	0
"ENSMUSG00000016493"	0	0.408638206650449	0	1.1690412811607	3.30703293734228	14.5240622081218
"ENSMUSG00000016494"	0.447113901992034	0.198504895437178	71.3630607386539	7.5930178308357	83.2151208609977	1.21877928942318
"ENSMUSG00000016526"	0	0	0	0	0	1.28559802019304
"ENSMUSG00000016529"	17.2979411696317	13.086028286813	3.44332131537333	0.755422157788813	0	62.9636522026086
"ENSMUSG00000016918"	0	0	53.8991921390591	23.8084899772012	4.33371077509912	0
"ENSMUSG00000017418"	39.0324644522682	18.3707667888693	10.8600965880897	10.589528079003	9.4239790884262	31.5988340327401
"ENSMUSG00000018196"	3.04685839495306	2.3512558504814	3.07224222168042	3.61350216382808	1.98484296232018	4.42732748720171
"ENSMUSG00000018199"	2.85375369108668	2.19798489158528	7.37844837559629	5.19174679806491	4.58131314382597	3.96422006985084
"ENSMUSG00000018417"	0.427412354651657	0	18.2436408384021	32.5515467695013	28.6476309946781	0.311460577685797
"ENSMUSG00000019230"	0	0	0	0.0759281839967976	0	0
"ENSMUSG00000019699"	12.3403252531623	7.06860058912035	10.2364799547658	10.1812075004782	14.1030124775762	5.21846990136311
"ENSMUSG00000022995"	0.562673264457025	0.184995588715569	21.6943336043782	22.663641155763	14.4791234026968	0.831811213850031
"ENSMUSG00000023094"	0.701385200430705	0.59746159199903	2.45552121515596	0.66782966558515	0.675284210218955	2.03394064452984
"ENSMUSG00000023150"	92.2055368963659	54.6364473783359	35.4699160010874	63.3177201055488	18.588323665621	69.8679007002324
"ENSMUSG00000023206"	4.78777236685496	2.49755837539841	7.57478429272484	2.2753633477179	3.61786324370261	2.0998508448734
"ENSMUSG00000025776"	0	0	0.499548496683786	0.25052916708371	0.998579856057256	0
"ENSMUSG00000025779"	22.9516817426486	23.9640703384841	5.80489352961885	2.64567513422546	3.238589143371	21.4767683378584
"ENSMUSG00000025780"	0	0	11.77757472049	13.3046491801263	1.28015085133886	1.85672144323211
"ENSMUSG00000025781"	104.699156607886	89.7376933913886	117.924328914477	88.1069292808281	24.5616647134516	63.5909687607255
"ENSMUSG00000025782"	5.11287978537748	3.58549934569584	3.94284515032208	3.13409422349741	2.94332724218618	5.39769565876477
"ENSMUSG00000025815"	0.213423860590003	0	0.41584977162969	1.01851125964177	0	0
"ENSMUSG00000025816"	7.02822071104495	5.58000907203412	9.71816260789717	14.0235327987147	4.11394792753543	4.43982907310512
"ENSMUSG00000025817"	6.25329014284051	5.46991878136941	13.8553068028535	9.49943910567039	4.06947576461631	5.90004122351123
"ENSMUSG00000025902"	0	0	0	0	29.666280813781	0
"ENSMUSG00000025903"	28.0136535613725	25.6976506584098	32.5479588639602	17.9698875113629	16.5760492676377	32.888001924354
"ENSMUSG00000025911"	0.161892751442698	0	0.532249961748151	0.283011360923002	1.44578190155057	0.87190220428258
"ENSMUSG00000025912"	1.04511528398689	0.578963455622112	4.00438532929698	3.66643562903585	0.625691506796703	0.79404602776238
"ENSMUSG00000025915"	46.8674320765594	30.8620918564585	3.82967123292211	2.45426605811561	4.74246510623259	39.6702164953385
"ENSMUSG00000025917"	16.1931788115208	18.4404882579441	32.7671634911102	16.315873753183	7.19358452051354	12.9902389201555
"ENSMUSG00000025921"	1.57394081895556	1.54460292618548	11.4538932475761	3.61100885223156	1.09662349610212	3.44043599485794
"ENSMUSG00000025925"	7.01647283711447	4.67617744968618	11.0217299914991	6.98427917067052	8.99641108071794	5.20326579291683
"ENSMUSG00000025930"	0	0	1.37509505537266	10.0611436738398	0	0
"ENSMUSG00000025931"	0	0	1.60046383849157	1.02403230771548	1.72079265051106	0
"ENSMUSG00000025934"	0	0	0	0.167566823282115	0	0
"ENSMUSG00000025935"	57.2682348391299	57.5463226235407	92.8526150810555	20.0754345080505	14.9328521819126	40.2400741035352
"ENSMUSG00000025937"	6.17510396572577	4.92789455783931	4.49632772726181	2.85445976560797	1.24374197504527	2.57769582759938
"ENSMUSG00000025938"	0	0	2.11641067762354	0.615165794710116	0	0
"ENSMUSG00000025949"	17.3941690686008	15.7467504473829	8.11468547230232	7.44728598279768	4.3842753757219	14.5817156188573
"ENSMUSG00000025956"	3.44413573806607	2.56506833158698	4.2196943611692	3.47343536731877	1.57097260998911	2.7613109776799
"ENSMUSG00000025958"	29.7617352956737	18.6146205702944	16.3959884936304	17.4355702305901	13.5330365015092	53.8295041688773
"ENSMUSG00000025969"	10.1847215661288	13.6535431904546	13.8458167099207	3.04979604542393	23.9311842018655	7.97537601498066
"ENSMUSG00000025971"	2.38937258730136	1.54560308966034	2.00794750781238	2.14012356412258	1.19811788901057	0.894053228079663
"ENSMUSG00000025978"	0.677661441212862	0.510345543233956	6.22009500958815	4.64784474428651	1.24787096274475	3.40847467071357
"ENSMUSG00000025979"	16.2048231558059	12.9049880660045	14.7152838443203	17.1787231846122	9.63522249265029	23.214206188811
"ENSMUSG00000025981"	65.806699773026	40.489765530551	23.5174739225117	23.3141761834722	9.4590040402431	75.5635350147178
"ENSMUSG00000025982"	115.197371253239	79.214427792402	68.7604977192745	59.1080949435905	37.3083585484063	193.942266591843
"ENSMUSG00000025983"	0	0	0.255226943716352	0	0	0
"ENSMUSG00000025995"	3.45711918768145	4.38249418325142	24.6427013013175	12.7300136852875	3.69922570521348	3.75331074845696
"ENSMUSG00000025997"	1.24337282115354	0.699359826480481	0.855821048404355	0.740255170977323	0	0
"ENSMUSG00000026000"	1.6584151797549	0.973749925653368	2.34604413227819	2.66100704198099	0.749000562183096	0.712030112303706
"ENSMUSG00000026003"	18.9590469836111	15.0637683771579	20.2811471195599	21.491361507933	7.64898304466331	17.2032410289682
"ENSMUSG00000026004"	44.9045262096934	36.0064219256971	9.91686988357079	25.11632175155	11.0564505865488	93.0310568125286
"ENSMUSG00000026020"	9.01704516167897	8.5928429404173	42.2790101720575	39.9465687686635	6.81726567007601	8.66662779487981
"ENSMUSG00000026024"	4.3410068662838	3.61119406969344	3.30600072193251	2.92283093145331	2.68148394514748	8.14792401480445
"ENSMUSG00000026028"	11.279759811695	8.23113843022893	14.0321594647714	12.3168621526502	7.75573138787423	16.0367784278348
"ENSMUSG00000026029"	28.9686104803313	24.6325500635814	10.9183343834337	3.00206346385343	9.32585007909178	12.7941738407355
"ENSMUSG00000026032"	10.5213127929592	8.51511879821758	10.0052559160811	9.36600957601803	3.3080127304724	7.26760982490404
"ENSMUSG00000026036"	1.42610723345216	1.42481178429899	4.51542183954744	2.92510536162116	1.18469495543823	0.952535238717839
"ENSMUSG00000026037"	3.60705165114873	3.00637536602792	8.35161589757245	5.78416025017452	1.95317467222358	2.51734913610232
"ENSMUSG00000026039"	0.332432337536227	0.590352908869552	8.34109689873121	5.04619539429713	0.232917265635752	0
"ENSMUSG00000026042"	0.172895638975531	0	238.571696309487	48.9987218702284	1.50978224412882	0
"ENSMUSG00000026043"	1.80731073482064	0.346879340978129	1319.34805423078	135.905397365924	2.82742016367136	0
"ENSMUSG00000026047"	3.09225790064537	2.87922307230007	20.2014235182953	9.49191856463425	3.37134847776049	0.907118974570664
"ENSMUSG00000026049"	6.19925236507859	6.1958648535378	10.4553880179918	6.69331416425137	1.85953014698797	10.1095701723026
"ENSMUSG00000026062"	0	0	0	0.539057617708794	0	0
"ENSMUSG00000026069"	0.72819147452236	0	17.691809072492	0	0	2.17324720897683
"ENSMUSG00000026072"	0.207630874724813	0.194724622818158	94.394598473686	8.79664606458693	11.0938989622304	0.457031863670565
"ENSMUSG00000026074"	34.2860202843508	25.6946940264498	59.5161288677717	69.3360440501909	22.1902986921385	36.0720015407767
"ENSMUSG00000026078"	4.08615734114097	4.59092829620572	6.16615075994677	4.34479211748268	2.36264079724928	4.09252471087922
"ENSMUSG00000026080"	0	0	0.439579836570409	0	0	0
"ENSMUSG00000026082"	7.55352164014532	6.66015739793813	9.63833733637849	8.36723441943129	4.40043652222924	12.7181799394444
"ENSMUSG00000026083"	18.5248383375442	16.7616364376343	22.1623641789859	13.3148046538669	7.60058242964559	15.4981129300566
"ENSMUSG00000026087"	18.2987863960299	15.8840282211418	24.225972688407	14.3979897122043	5.01955661728289	11.693668694526
"ENSMUSG00000026088"	8.68251843713671	7.1710408223818	12.4477188651227	3.80965337389686	7.28980226092058	6.84569617916553
"ENSMUSG00000026094"	71.8470293648612	50.1411930240807	8.66419348215441	12.9236288474536	5.57314818336422	318.037634214898
"ENSMUSG00000026095"	14.119447567148	12.2103234246469	20.4013936894278	8.83481744487365	3.30119482959746	17.7058552193629
"ENSMUSG00000026096"	2.11253176462115	0.971657718584805	4.27357323181018	3.64277014453876	1.65966118551499	2.45887040627248
"ENSMUSG00000026097"	6.42559804914364	5.97711343623787	3.27643159117476	2.00091983152952	0.798833190895233	12.7900570613683
"ENSMUSG00000026107"	86.1141431198987	53.8147366100428	13.9413023411512	8.57432047041605	20.4313463848628	253.431397826227
"ENSMUSG00000026109"	0	0	11.4272678391112	2.56653465394436	0.205814814359239	0
"ENSMUSG00000026110"	24.8380811402139	18.2166676742532	2.42148086961373	4.38478818003849	21.6010899899369	27.0037416773931
"ENSMUSG00000026111"	14.4350127447076	12.3785286911906	16.5722408846613	8.18694951038238	9.17072750420878	15.8484943344903
"ENSMUSG00000026113"	24.0731870423778	16.6635453817996	4.5432864291078	6.73110037000904	6.16946999999754	31.7438907253577
"ENSMUSG00000026116"	36.319321176435	31.778995960826	18.2792360430322	19.272613692464	12.730516456453	25.7048633218867
"ENSMUSG00000026117"	0	0.112586670038079	0	0	0	0
"ENSMUSG00000026121"	1.10411729453025	0	4.44017783943409	6.07225076736436	6.33754268009133	0
"ENSMUSG00000026123"	25.9735470909838	23.8561841151027	1.85821541350511	2.61262314381919	2.17581397337306	16.1422177010531
"ENSMUSG00000026125"	0.329832713243815	0	0	0	0	0
"ENSMUSG00000026126"	21.822180132007	15.2507631730619	0.291434881929306	0.0873149119870364	0.605024282637078	15.372159359533
"ENSMUSG00000026127"	6.07321571954394	5.36860661534186	5.11164007867493	3.13853091833813	2.43147221212053	9.2959833676232
"ENSMUSG00000026134"	4.00878740879898	3.53285566918334	13.7966819912822	4.99043532723902	1.8994430797892	4.52625642035088
"ENSMUSG00000026141"	0	0	0	4.02003783453404	0	0
"ENSMUSG00000026142"	4.91445883941387	3.57605279650374	3.99799485481036	3.80761406073403	3.0741874629381	6.40719018871173
"ENSMUSG00000026149"	0	0	0	0	0.515933905778009	1.87191053348471
"ENSMUSG00000026150"	32.2490631952352	31.6067107759389	33.9297043748404	29.2276519053972	16.0092353257481	41.5076863842916
"ENSMUSG00000026153"	0.922624392521885	0.471730548129829	6.16007417135483	9.53072340499045	4.47362667306044	0.10477141662011
"ENSMUSG00000026154"	5.4869890034715	4.07049823967753	5.0506272334884	3.95206726023217	1.77656125769261	0
"ENSMUSG00000026155"	17.3207935703442	15.5344146048333	24.8252357578745	12.9541451335958	9.79842805434677	25.2405026475698
"ENSMUSG00000026156"	0	0	0	0.678527850279975	0.534465926930392	0
"ENSMUSG00000026158"	12.721844870792	10.378827128356	4.43281854205945	1.44158848873048	1.9728445365017	54.9873249504445
"ENSMUSG00000026159"	12.7817508457252	15.2636209345826	27.8051699557902	11.9800844934407	8.15945552769618	25.6047533766297
"ENSMUSG00000026162"	1.15198447489342	1.41670266569344	1.09415179703948	0.950584904214156	0	2.50917971638721
"ENSMUSG00000026163"	0	0	2.99985616574717	0	0	0
"ENSMUSG00000026166"	0	0	0.896566383062092	0	0	0
"ENSMUSG00000026175"	0.477585760528293	0.626370103665145	0.951669568311403	0.551601465551142	0	0.796915563095243
"ENSMUSG00000026179"	4.34434189138812	5.9997788607883	5.08695534526849	7.30802260425998	15.4313889281453	3.34658413196881
"ENSMUSG00000026185"	0	0	39.8122132118938	158.096227388196	3.53274371730795	0
"ENSMUSG00000026187"	0.249365513526932	0	5.56744232363084	9.74741924512949	0	2.07077071456058
"ENSMUSG00000026189"	0.472109335399166	0.510390547877243	2.99134211118725	2.03309082189615	0	0
"ENSMUSG00000026192"	6.43003662027605	6.11689954388204	32.6564155262287	11.8415750068124	1.82177870848569	3.94335185943364
"ENSMUSG00000026193"	41.9659636424671	34.8465022971811	517.977351898144	39.684301501429	11.2521382393257	38.8948812832746
"ENSMUSG00000026196"	0.869800786346098	0.71074948870995	3.03876619235832	2.4000638609695	0.105983543130725	0.308655490909677
"ENSMUSG00000026197"	4.81782746912608	5.49819220278922	3.83149359892813	2.18086128374069	2.2535336555284	8.84868252724896
"ENSMUSG00000026199"	4.72730129581609	4.79447701437797	4.3411376201199	1.97839472015133	1.86637504193064	6.42748365939954
"ENSMUSG00000026200"	5.5254113380905	3.5138408616515	6.84954286026801	2.02385800365139	1.79666286108	4.89107901408562
"ENSMUSG00000026202"	10.3720285799312	9.04741362888102	4.44061890970145	3.48007691350592	1.99131466559403	24.6734806374281
"ENSMUSG00000026204"	0	0	2.83654024540431	0.606034164073361	0	0
"ENSMUSG00000026207"	0	0	0.850721808200097	8.76900184979228	0.16171343307707	0
"ENSMUSG00000026208"	0.691231157870215	0	3.98302574235041	60.1682977409284	1.12585792918335	0
"ENSMUSG00000026209"	6.35435761516042	6.25242579635403	18.4721036803292	4.93195082105432	5.72744235406997	4.14134078037612
"ENSMUSG00000026211"	0	0	12.3512034195908	4.54330755308584	0	0
"ENSMUSG00000026219"	57.0135297510557	48.5075168659224	55.6935889492984	39.1732206035647	20.9354797598276	57.6988167165057
"ENSMUSG00000026220"	0	0	0	0	0	2.23690623590359
"ENSMUSG00000026222"	173.390552503822	148.888241989271	30.4154513825051	5.20441014651582	67.4488843386056	164.542165655499
"ENSMUSG00000026224"	0.0995522481607413	0.20923804343898	0.0513821834157423	0.109299711635399	0.100613675211539	0.264554712056678
"ENSMUSG00000026229"	17.8190919738502	20.7101561273371	46.9289806640861	24.095015755069	8.65747038588728	16.2605656817312
"ENSMUSG00000026234"	65.8891712106741	49.5430269654157	143.969193462555	79.1398160828194	19.3193517581099	76.5942021709504
"ENSMUSG00000026235"	0	0	2.30448680721225	1.31729569871051	6.21196086498183	0
"ENSMUSG00000026239"	7.44765274188451	6.0178013480464	13.5759472911316	6.68582117904951	5.13041422027419	3.48170889168338
"ENSMUSG00000026240"	2.46386938585697	1.80692631808311	4.54364269824655	2.36134987046901	1.07042616417562	2.22655149182275
"ENSMUSG00000026241"	0	0	0	1.16523523708111	0	0
"ENSMUSG00000026245"	11.5821144432526	12.1312518670303	26.076980770965	12.9900393702948	6.48455917897229	5.76497432312291
"ENSMUSG00000026249"	3.62989375133772	2.13733725069652	29.0532927808367	26.8528813724889	0.950289924653909	0
"ENSMUSG00000026251"	0	0	0	5.78142037168373	0	0
"ENSMUSG00000026253"	0	0	0	3.79417191273384	0	0
"ENSMUSG00000026254"	27.4171401623044	19.0384059592424	38.9640184090407	23.1991631494446	7.60655763080761	25.8670079434403
"ENSMUSG00000026255"	0	0	4.22506099756881	1.02031871322589	0.330577740629248	0
"ENSMUSG00000026259"	0	0	0.71407305791882	0	0	0
"ENSMUSG00000026269"	14.9456934551616	13.6833050330282	4.66805689754365	4.61527426975247	10.2649218689239	14.6612368035961
"ENSMUSG00000026271"	41.1333148627951	29.8901324361956	0	0	0.100732426092737	60.0048159739524
"ENSMUSG00000026273"	1.14708003490204	1.5804493575744	6.84656795834247	2.45375480994442	1.39743970190274	0.866032912316851
"ENSMUSG00000026274"	0.233245855591246	0	5.94026276933454	1.53522965166206	0.255886047476359	0
"ENSMUSG00000026275"	2.64459765712553	2.10748206537656	6.41505031693253	2.51516926708014	1.47262794026507	1.80404589677169
"ENSMUSG00000026276"	43.9312739397903	46.9890882280368	53.2206635221623	40.282601158349	27.01961536841	34.5358351139287
"ENSMUSG00000026277"	7.76825586703334	4.95223929553339	11.6496326489181	9.05062346485975	10.7218743610355	5.83286454076522
"ENSMUSG00000026279"	2.13874334144667	1.77732726500876	3.37577684934176	3.09108651238574	1.44179089840916	2.14312229192475
"ENSMUSG00000026281"	5.15416130445835	3.63917657766075	19.2059687181803	16.5840359278373	4.04283665904808	3.65466917497559
"ENSMUSG00000026283"	2.46498854911813	2.05064046194856	3.60074538584459	2.85659549846726	1.35732497610818	2.72404949080195
"ENSMUSG00000026288"	93.2084776555305	71.1557443099282	0	0	5.18759393442135	102.853150805765
"ENSMUSG00000026303"	0	0	0	0.135052203460612	0	0
"ENSMUSG00000026307"	7.6067259368512	6.08207433286232	5.64790439135052	3.28408626176907	2.1298765959747	5.70056872874018
"ENSMUSG00000026309"	9.40496683134223	6.04655611585553	12.4192230695794	14.070086883972	6.74536768802782	12.3376916841367
"ENSMUSG00000026313"	6.09020360465457	5.26195246465186	6.23111895818137	9.84628522219837	4.259918175449	20.5765818717898
"ENSMUSG00000026315"	12.002678019054	10.8936820799827	0	0.607087049326269	0.367647703683499	5.65335215714186
"ENSMUSG00000026319"	27.2409492452535	17.4723581658118	10.1851855232786	10.2145087619755	9.06998353453183	21.380165971479
"ENSMUSG00000026321"	25.8046317424425	23.4955396375597	0	0	0.711444271003274	5.4320558480743
"ENSMUSG00000026339"	9.27403163467663	7.77640467200213	6.03494278893516	4.11188896153618	4.20781744659714	11.0681759408703
"ENSMUSG00000026341"	325.574798769176	253.284098165175	106.706064110223	45.1991291220634	30.7710744819508	201.97768400196
"ENSMUSG00000026342"	10.1635392505834	10.899855150007	17.5956025743207	7.99567057652387	3.4632409583405	6.23635497984224
"ENSMUSG00000026347"	2.16549111506283	1.68291367776756	0	0	0	1.43724425589303
"ENSMUSG00000026353"	21.0658569096111	20.2044938607049	25.7003760513941	19.990224684623	8.31454957691684	37.2515275099381
"ENSMUSG00000026354"	0	0	0.376298887429465	0.397854862443765	0	0.278860664399743
"ENSMUSG00000026355"	10.722159798993	8.23290036811931	48.8529456348939	22.7767708424372	6.21948564229264	8.0026500529578
"ENSMUSG00000026356"	18.2297434819372	17.7832024074326	37.4487508286903	28.9891271994044	9.33841787204861	11.3827806022061
"ENSMUSG00000026357"	8.74726954247884	8.51726564877199	0	0	0	14.0620486867371
"ENSMUSG00000026358"	139.561098390953	72.8514938214195	0	0	0	72.0749190021441
"ENSMUSG00000026361"	9.46413705747648	5.97595519477038	8.56597623395833	8.71845883074397	5.62990627990455	17.2970991713197
"ENSMUSG00000026374"	6.18190459510967	4.44086667439448	9.94106338956288	7.27017371412439	3.09487350728362	6.04744976910597
"ENSMUSG00000026377"	6.42235235634645	5.96000266257808	15.6793094815924	9.9101634674331	2.29027930309362	4.28443446579683
"ENSMUSG00000026384"	2.45414733312915	2.11204533218484	1.92401858954219	4.45447980662015	3.60517066283076	1.76038917736848
