"ensembl"	"Resolving.Mac"	"Inflammatory.Mac"	"FAPs"	"MuSCs"	"ECs"
"ENSMUSG00000004880"	22.1523892741115	11.6503734398348	8.08026557241902	14.388668358218	33.7745643874016
"ENSMUSG00000005338"	0	0.231368399240524	4.34235392573114	2.62570770526576	3.29804422199221
"ENSMUSG00000005501"	14.7718496929179	11.900421438183	10.481280727067	12.6356133877845	8.19854380010515
"ENSMUSG00000005674"	2.32502931315454	1.99306365333828	0.880170863819211	1.93257917624091	1.08381006819953
"ENSMUSG00000005677"	1.53998242251911	2.21185769075486	0.918837907723013	2.23334249464788	1.20495025562925
"ENSMUSG00000005681"	1.65335943545043	1.99095420222108	0	0.424186063877634	0.438681658702027
"ENSMUSG00000005763"	0	0.724518542485375	0.277307104238825	0.258722871184594	4.80717288150695
"ENSMUSG00000005886"	21.6029646657255	21.6704178805206	12.9495154424006	13.9320109770303	13.2448977407896
"ENSMUSG00000006010"	7.66023744515509	7.62847570169303	11.5380714186373	5.88641437703667	6.51644684542342
"ENSMUSG00000006299"	15.4936706134912	12.9181656680515	10.9696790702394	12.6538271569386	8.2659230542147
"ENSMUSG00000006301"	11.948681378893	9.41049202345464	9.67379545049836	15.4638213184716	12.1521544700189
"ENSMUSG00000006412"	2.86257447212568	1.64368272260454	1.36504778563109	2.94153390569648	2.14225994728296
"ENSMUSG00000006471"	5.56032448487108	5.12522047089992	2.87018291355266	5.27643994777236	3.12883744062381
"ENSMUSG00000006542"	0	0	0	0.258909457579286	0
"ENSMUSG00000006576"	0	0	3.56793044126729	7.10632716301128	0.325100943851261
"ENSMUSG00000007097"	0	0	0.629382365685404	31.2778755086745	1.7484784337281
"ENSMUSG00000007107"	0	0	0.4111513550107	0.43998582463984	0
"ENSMUSG00000008136"	0	0	18.2706621314719	1.42957459076048	0
"ENSMUSG00000008475"	126.76068802586	93.9845654529021	40.2397398668469	27.8918879073849	31.3522127330238
"ENSMUSG00000009030"	6.70266210326873	6.61330052909593	5.27810804197208	5.59894729649208	6.59137432403896
"ENSMUSG00000009214"	0	0	0	1.93777909829268	0
"ENSMUSG00000009418"	19.2238416967925	14.1117362964448	34.7887701875213	9.80583365206916	38.6037989833556
"ENSMUSG00000009551"	1.0365945005095	0	0	0	9.01036004378695
"ENSMUSG00000009563"	7.12286106625923	4.28196470192344	6.68394386935273	3.9440435277598	6.19011028820305
"ENSMUSG00000009614"	0	0	4.03849678689648	1.20088074548641	0.572153988978455
"ENSMUSG00000009633"	0	0	3.32883040423919	6.8703230224881	0
"ENSMUSG00000009772"	34.0954754592202	22.9731800612683	3.61699267458199	0.535276752461752	3.63217304927918
"ENSMUSG00000009905"	3.14652983365692	3.22216175627298	5.40534054158191	2.72529415303339	3.93338549101866
"ENSMUSG00000009907"	28.8854307434658	23.0446979415665	11.4673995874858	11.5979015270496	13.465217039173
"ENSMUSG00000010175"	0	0	0	5.27239470261285	0.220312188912628
"ENSMUSG00000010290"	2.00550916284284	2.14229521225239	3.40379555801288	3.56070050621644	2.35940010691246
"ENSMUSG00000010311"	0	0	1.98019299391081	0	0
"ENSMUSG00000010453"	9.48366972432586	6.72078316725426	8.48627477797499	11.2045909317223	8.93421485088012
"ENSMUSG00000010609"	9.28657139511942	9.62145552548924	4.173591453008	2.04220439498376	2.48650647283786
"ENSMUSG00000013275"	2.58300597117865	1.83778107294453	5.93286419756743	7.9233461714248	4.50052254637871
"ENSMUSG00000013465"	7.13942462317768	6.58345381063174	13.6996904294964	9.15854431236809	12.485328888794
"ENSMUSG00000013698"	22.2972240368599	27.8176793663392	27.2323510487612	30.0974096481555	40.5084623252402
"ENSMUSG00000013973"	5.74509811253626	5.20488369105829	5.14496343928997	6.22573996321963	5.22090931910852
"ENSMUSG00000013997"	6.34448965612312	5.49575998150844	5.8789267415516	7.49852886206288	5.40010101679192
"ENSMUSG00000014602"	0.91629532048809	0.669188535270112	0	1.89654070230618	0
"ENSMUSG00000014867"	43.4294413828602	27.7890645748587	86.7061029613641	18.1379388667237	15.8626660148697
"ENSMUSG00000014873"	11.0314134297901	8.99878702146162	11.8387505070543	12.3723421294479	6.8271905323112
"ENSMUSG00000014980"	4.27826477809083	2.58828774691647	9.67204117999493	9.84473115432748	7.4169279903633
"ENSMUSG00000015085"	0	0	20.255941402052	5.00990173541238	0
"ENSMUSG00000015087"	10.7502998349282	9.83436315918907	11.6554223159277	9.39207216128768	9.56689866389314
"ENSMUSG00000015092"	31.5179525697726	22.3906285931708	25.6806475461975	22.2117634160342	17.8765793940637
"ENSMUSG00000015094"	0	0	41.8237242592029	16.195311785272	20.6181820602845
"ENSMUSG00000015095"	6.71778380107283	5.76089996883605	5.93195511042864	6.75299589862736	5.56207703855376
"ENSMUSG00000015222"	0	0	3.76442770135796	36.8927217400016	1.22223705271975
"ENSMUSG00000015314"	2.43069947794659	2.10907399195	0	0	0
"ENSMUSG00000015335"	0	1.60973879853401	1.84224297984555	1.52772147810522	2.66736572624231
"ENSMUSG00000015355"	110.834189008145	84.7372220107259	0	0	0
"ENSMUSG00000015488"	8.04446494755519	6.19897839271795	9.54271683681968	6.22491578660676	3.03123015024513
"ENSMUSG00000015619"	0	0	0	0	0.676069440751924
"ENSMUSG00000015790"	10.5294003169941	9.81333161513376	15.3192112067718	12.7947326082683	11.1560051579215
"ENSMUSG00000015829"	0	0	0.0396264968874935	0.0283439129267644	0
"ENSMUSG00000015846"	8.4535310547277	7.75032442726127	7.88891251200269	7.03625197070663	6.30158331390577
"ENSMUSG00000015962"	0	0	0	0	0.91883757649286
"ENSMUSG00000016181"	2.0531636632051	1.31176882685521	1.86902017808399	3.74523896066766	2.06710413336087
"ENSMUSG00000016194"	0.559726784596596	0.274177609833732	13.946650955608	3.5895141045707	0
"ENSMUSG00000016262"	0	0	19.8310848704754	2.15369564993083	0
"ENSMUSG00000016493"	0.595424181339672	0	1.25217898990058	4.50433715478759	3.83909699574361
"ENSMUSG00000016494"	0	0	70.3747107092339	14.4379848276084	137.16009702379
"ENSMUSG00000016529"	21.9539643484854	11.4346611508212	2.96416411419786	0.899416590943263	0
"ENSMUSG00000016918"	0	0	77.101378018502	30.1068292468183	7.1572742332539
"ENSMUSG00000017418"	23.2215631471758	20.137475531957	15.5583983861069	12.2797275741632	12.7907811711934
"ENSMUSG00000018196"	3.6298862054219	2.58224389583466	3.00430760894372	3.82479741367043	2.9484955692616
"ENSMUSG00000018199"	1.91089050733882	2.44913701796715	8.14676244191181	7.08488462097055	7.04308745426676
"ENSMUSG00000018417"	0.930965359848486	0.268087000763113	20.8282777012467	75.8074254479726	41.8051097285254
"ENSMUSG00000019230"	0	0	0	0.0971366979673491	0
"ENSMUSG00000019699"	8.15552309604816	9.26597721757492	14.4139238364622	12.6828356624812	22.0610854426867
"ENSMUSG00000022995"	0.2873071224467	0.0880747256034809	13.5481533156707	14.597230075501	23.1813263789793
"ENSMUSG00000023094"	0	0	2.49075807318088	0.844340174440966	1.10168225649735
"ENSMUSG00000023150"	67.0183742042865	53.8621134530354	27.0330471345498	39.3076412342429	26.6263111270532
"ENSMUSG00000023206"	3.05956261890331	2.60358908344991	11.5502434600055	8.53729686620203	5.34610813921576
"ENSMUSG00000025776"	0	0	0.387574056435944	0.525372789312503	2.02665653332003
"ENSMUSG00000025779"	25.8853571652627	19.4721695244922	5.56159404958227	3.69720472951201	6.49880727454515
"ENSMUSG00000025780"	0	0	19.2118050664031	10.471996856803	2.33842687826826
"ENSMUSG00000025781"	100.183027029253	80.9833861708175	76.4762974303083	70.0068192581019	42.8492205649664
"ENSMUSG00000025782"	5.13547291102713	4.196363145692	3.38236502006676	5.10310179707401	4.88218622601127
"ENSMUSG00000025815"	0	0.0279657940347729	1.51408439181727	1.85604715359928	0
"ENSMUSG00000025816"	6.41807813991032	5.69719864309497	8.99910240414607	11.2448296952527	8.98697131448112
"ENSMUSG00000025817"	6.72800187338613	5.62655010820771	8.24548194015488	7.36530800844092	5.06904756625563
"ENSMUSG00000025902"	0	0	0	0.175117972806905	35.7854657481087
"ENSMUSG00000025903"	28.7750483708079	25.6229735274666	21.4059982290382	21.9165731487434	27.9406781350745
"ENSMUSG00000025911"	0	0.342781825137451	1.00827022626845	0.388556610652811	1.67634275656474
"ENSMUSG00000025912"	0.799400478620944	0.538512179135546	1.72733946360067	2.15842582350657	1.42085368297708
"ENSMUSG00000025915"	40.4248257414022	32.2498678054721	4.20620557195311	2.94537204497785	5.88497403256868
"ENSMUSG00000025917"	17.3955263737691	15.2372275913405	20.6593573899068	15.8762675799313	13.8363211912285
"ENSMUSG00000025921"	2.4037374855298	1.26081699101771	6.45961103689929	3.85181638422342	2.40300317609496
"ENSMUSG00000025925"	4.77756648080139	5.33993244764095	6.0176253667164	6.49186584024023	10.136580215218
"ENSMUSG00000025930"	0	0	2.75786471105584	2.03733625383882	0
"ENSMUSG00000025931"	0	0	2.57540741233005	1.96565323017566	2.47983215868344
"ENSMUSG00000025934"	0	0	0.121236537910069	0.161499796312565	0
"ENSMUSG00000025935"	70.4944360751947	49.9667567702081	72.1733030483669	21.9135905479715	23.758977895778
"ENSMUSG00000025937"	6.08672442327087	5.32256898552541	2.79754312525267	3.90864126535296	2.39449287875638
"ENSMUSG00000025938"	0	0	4.04511594492828	1.06638648920408	0.562660969711075
"ENSMUSG00000025949"	22.939501119789	14.9623909868118	6.78201222773609	7.12041953960355	6.87056107971668
"ENSMUSG00000025956"	1.88124060531521	2.02466244108038	5.45481537705563	3.52926513604461	1.35752643745552
"ENSMUSG00000025958"	29.8305789528945	23.8255163577055	11.6382967729986	18.5866855534179	19.471000024735
"ENSMUSG00000025969"	17.0998443410514	12.7092568522669	13.6183485788859	9.24460758561141	38.5748360580934
"ENSMUSG00000025971"	1.5045027811521	1.88625474591065	2.03175482432323	2.04329275283866	1.79155352099998
"ENSMUSG00000025978"	0	0.499305758042528	7.31928005217303	9.22074188400885	1.78479711778903
"ENSMUSG00000025979"	18.593577969586	13.586150636972	12.1204997761288	21.0966249152536	14.9719337958654
"ENSMUSG00000025981"	54.342454187628	39.1380294090865	22.0767795880227	33.0639266131018	17.1853160434468
"ENSMUSG00000025982"	111.362462125248	81.142830069192	59.6837113622442	69.9213846784551	61.0054550084859
"ENSMUSG00000025983"	0	0	0.315191044312699	0.143306499538576	0
"ENSMUSG00000025995"	5.04032368047198	4.28734768579278	12.0723266267269	12.9208596963483	6.1140704555278
"ENSMUSG00000025997"	0	0.83036603094336	2.87644340924395	1.48360569600046	0
"ENSMUSG00000026000"	1.18938239767959	1.32380119119196	2.41711539015659	2.37603858627759	1.29448346414051
"ENSMUSG00000026003"	12.8214892449955	15.5975789868192	17.6999046688786	16.252284430782	10.5128494919526
"ENSMUSG00000026004"	44.174750760547	28.9456240032065	17.21699730447	19.4118661389995	14.808951951468
"ENSMUSG00000026020"	8.37809279949065	8.08249478075759	34.5270621502121	33.9306917189024	17.2723950452317
"ENSMUSG00000026023"	0	0	0	0.789199161999682	0
"ENSMUSG00000026024"	4.50393754891617	4.85990824191385	2.35998243910551	2.9590158835302	4.49695773537128
"ENSMUSG00000026028"	11.8367114981399	8.92492493688058	9.69425436112034	13.7428193791487	14.2785345098376
"ENSMUSG00000026029"	31.1247238546242	20.5861179175373	10.1278351720833	3.09571992331348	15.3067262598695
"ENSMUSG00000026032"	10.2189370954165	10.5271473457911	7.57964415490948	7.36762274406338	5.09399405322547
"ENSMUSG00000026036"	1.95496472326782	1.43965582702134	2.39391508903497	3.73829712322335	2.53485430461479
"ENSMUSG00000026037"	3.56172601247589	2.87219836465733	4.04670881441329	5.54447428824483	3.82593235615331
"ENSMUSG00000026039"	0.480920684985552	0.7410071323055	2.95882217198404	1.49695961357981	2.06740602064846
"ENSMUSG00000026042"	0	0	372.745998966994	30.8598305172686	3.28469109380193
"ENSMUSG00000026043"	0	0.470619117884544	2242.34772846822	78.4692558270205	6.10353721527798
"ENSMUSG00000026047"	2.07012105191278	2.74031208606913	11.9012663814537	7.0987300706389	4.43111227342345
"ENSMUSG00000026049"	7.04870348996668	4.64203217311569	3.05851113927259	5.33809877404943	3.95215757547888
"ENSMUSG00000026062"	0	0	0	0.696587075644531	0
"ENSMUSG00000026069"	0.613925052231966	0.47728804544673	9.37655648720209	0	0
"ENSMUSG00000026072"	0.267472483492492	0.138146958809842	88.2191089205166	18.5682243592924	11.7181089389729
"ENSMUSG00000026074"	34.2938069053873	29.5786856919279	46.4851900153957	50.9422814526692	43.3698687559871
"ENSMUSG00000026078"	6.21183907581333	4.90079046686688	4.76912828428375	5.1142097107256	5.09850264412825
"ENSMUSG00000026080"	0	0	0.423008709354849	0.144089022541622	0
"ENSMUSG00000026082"	10.1205656690985	7.73449592860789	7.06776052768819	9.80399695708602	6.97980735790823
"ENSMUSG00000026083"	21.2579435486079	16.0358619105144	14.9066671822704	12.5085740616775	12.5133038682117
"ENSMUSG00000026087"	16.1905893483927	14.057287158095	20.2281120691889	13.2204719543176	7.9047704160152
"ENSMUSG00000026088"	6.16662069097371	7.00269940663436	12.3517689441538	4.91868736241205	9.537425940109
"ENSMUSG00000026090"	0	0	0	0.351842549695173	0.241148462727378
"ENSMUSG00000026094"	83.6018580590213	41.9707622988919	16.8130680023951	5.83872813528854	8.39951266961359
"ENSMUSG00000026095"	12.8630810178128	13.5567680835803	13.4593163056007	4.54924175490598	6.12111907427794
"ENSMUSG00000026096"	1.56501645891837	1.7609002368693	3.04489499196209	3.72201862495018	2.48321644064974
"ENSMUSG00000026097"	6.15430704174486	5.63647724324319	2.59187723436711	2.87515552578152	0.671066264059893
"ENSMUSG00000026107"	62.4763654984121	44.8195778961262	25.1228557701847	13.1695987989137	30.5388352292661
"ENSMUSG00000026109"	0	0	6.57330403099279	1.79876520851166	0.382354107615152
"ENSMUSG00000026110"	16.423143430346	15.7955029072269	3.5999956083239	16.14272584314	33.936084180223
"ENSMUSG00000026111"	12.7456288850812	12.2480600622944	15.2519268705523	11.353121006747	11.5172073090683
"ENSMUSG00000026113"	20.3512562301687	19.0603502743766	6.61689460485915	10.3091500700615	8.87309152085245
"ENSMUSG00000026116"	30.81517793156	24.7524512676983	17.0136865474124	27.4797490624346	22.0016398008924
"ENSMUSG00000026121"	0.325569095633317	0.657396050866134	5.22656693458917	6.57037290056889	11.5399155664063
"ENSMUSG00000026123"	22.7287364698844	20.6291160339464	2.1586355192368	4.97636031180681	4.028397599216
"ENSMUSG00000026126"	21.8084165984006	16.6508868567028	0.465622372199471	0.102100753821899	1.04803724332691
"ENSMUSG00000026127"	6.4249761339739	5.21479978887297	3.12162727628521	3.93705968328904	3.92143938434331
"ENSMUSG00000026134"	4.95787571310738	4.4451582191581	6.16451728533637	5.24965236812953	3.0324213257367
"ENSMUSG00000026141"	0	0	0	2.59520029511404	0
"ENSMUSG00000026142"	4.37663586603075	4.19213232837749	2.9804281256594	5.30257326411649	4.93370964651345
"ENSMUSG00000026149"	0.709197234786623	0	0	0.871413294774644	1.11172478793216
"ENSMUSG00000026150"	32.8377303413536	28.7622141418147	33.1651504992966	29.1091122197322	21.834958288938
"ENSMUSG00000026153"	0.454711599001183	0.660329714715408	6.76840489532597	9.61412409111906	6.34305419540143
"ENSMUSG00000026154"	4.2228317183775	4.28705464302873	6.9914831289638	2.30445597606463	2.26588940860355
"ENSMUSG00000026155"	18.2084657323788	15.8938328533895	20.9048929168206	15.3296701080791	12.3855349193334
"ENSMUSG00000026156"	0.524545781581654	0	0	0	0
"ENSMUSG00000026158"	12.5818493123245	8.99510656409462	5.71979299023351	1.57541603940419	2.32398884702515
"ENSMUSG00000026159"	21.7345715239552	14.4066868941756	23.9572615980022	11.5625458434529	11.4157302850181
"ENSMUSG00000026162"	1.1996605556008	1.47128220558326	1.05693797811785	0.657811039130539	0.204725528309734
"ENSMUSG00000026163"	0	0	3.29642082369918	0.100751061483242	0
"ENSMUSG00000026166"	0	0	0.768796443082028	0	0
"ENSMUSG00000026175"	0.388006871961737	0.381340210214641	0.774883675535464	0.311180069011497	0
"ENSMUSG00000026179"	5.22670737560522	4.37852042780643	5.53970700064573	6.57507086848864	21.2366367254107
"ENSMUSG00000026185"	0	0	31.1397235085463	182.755548789965	12.7067938494869
"ENSMUSG00000026187"	0	0.292202055535138	4.92069349156702	4.61510396866409	0.67113767156192
"ENSMUSG00000026189"	0.446919746206332	0.793125733905647	1.92241561874	2.13868153849048	0
"ENSMUSG00000026192"	9.28715766031455	5.95839401863194	17.8830749728917	11.0880143299096	3.41068611505876
"ENSMUSG00000026193"	139.42070551673	54.8493693618876	1339.72205469232	20.4702174927483	16.8972428395816
"ENSMUSG00000026196"	0.8143229415157	0.752484318298619	0.773903893237513	1.03700506241773	0.666899435364828
"ENSMUSG00000026197"	5.32776058497911	4.03547228392803	3.74493363308649	4.11353751088075	3.26865484532404
"ENSMUSG00000026199"	3.55026221586301	3.54346394029546	4.9990206953754	3.40064718181466	3.11061798626986
"ENSMUSG00000026200"	4.42871819293249	3.94452555707886	8.28303293356651	4.27374793153878	3.29916811509583
"ENSMUSG00000026202"	11.5636236575981	7.71757410877445	4.38648222231947	6.89898464542283	3.31157476839117
"ENSMUSG00000026204"	0	0	2.38945716625861	0.88991377715372	0
"ENSMUSG00000026207"	0	0.1116058018776	4.37463952875637	12.1474745053384	0.51079967799834
"ENSMUSG00000026208"	0	0.370770632225042	6.04524913983896	62.4703476385028	2.84389457140176
"ENSMUSG00000026209"	5.99439070799339	5.77480341850818	17.402423060189	7.99712755916748	8.6131364789128
"ENSMUSG00000026211"	0	0	12.0289345953469	3.97466843495052	0.291892458893174
"ENSMUSG00000026219"	58.8467249577653	47.7627426052717	51.487184424193	32.6675012797435	36.0780495681754
"ENSMUSG00000026222"	122.294796431063	96.3413051348089	73.4994118992511	11.3806380224643	89.7440370497129
"ENSMUSG00000026224"	0	0.0778869884128608	0.288932312580905	0.122062389580083	0.452023819433597
"ENSMUSG00000026229"	24.9971083060947	18.8666572036968	22.0456013462744	20.8737820052015	18.7199731107343
"ENSMUSG00000026234"	65.0935899733416	49.6427566365602	56.9991098089052	74.054753374825	40.326138071947
"ENSMUSG00000026235"	0	0	5.97705345708693	2.99782324033289	7.36173227849925
"ENSMUSG00000026239"	6.18895704407561	5.93691952557738	10.0720486996055	7.39240185314191	8.70149398159829
"ENSMUSG00000026240"	1.20530131807342	2.55143824965065	3.20470626780099	2.80260249128074	2.12482249560839
"ENSMUSG00000026245"	15.7709310603272	11.188630759629	11.4842901829614	15.1925277880307	10.6506469400821
"ENSMUSG00000026249"	0.610249922978561	1.5897532118196	94.3050666090825	34.6411348833933	2.35811184104306
"ENSMUSG00000026251"	0	0	0	1.56652782358246	0
"ENSMUSG00000026253"	0	0	0	0.502232569314257	0
"ENSMUSG00000026254"	27.1062644302038	19.6096645453514	30.6778037445154	13.7058845010156	12.57706725838
"ENSMUSG00000026255"	0	0	3.63658826154809	2.71550292506729	0
"ENSMUSG00000026259"	0	0	0.215595532836789	0	0
"ENSMUSG00000026269"	14.9785308098588	12.7438364560793	4.91540852701231	9.37968289987545	13.5372086823764
"ENSMUSG00000026271"	38.8552703930685	21.949628250578	0.685811973705042	0	0
"ENSMUSG00000026273"	1.43616750264602	1.76455596204268	8.47043870926775	2.2054396465875	2.20444337358977
"ENSMUSG00000026274"	0	0.160465823725291	7.11394653625868	0	0.487597020685792
"ENSMUSG00000026275"	2.76720357826968	2.38847724582399	4.16737097902383	2.55661918082044	2.76349882818928
"ENSMUSG00000026276"	14.3257175560125	24.4766941961355	58.7987829136755	38.8143352588571	47.9054901161808
"ENSMUSG00000026277"	6.39017014931051	5.62258058144962	14.671727549193	10.7698932885957	16.3395348930044
"ENSMUSG00000026279"	2.7020431052297	1.57494178492105	3.71068781559467	2.22293371493821	2.58593082412195
"ENSMUSG00000026281"	4.76129460628332	4.34670979256312	13.0123314325366	15.5651461743543	5.25220482027283
"ENSMUSG00000026283"	2.90418399718082	2.4899323682974	3.26177010403731	3.28843680181085	2.17749512816185
"ENSMUSG00000026288"	81.292661947958	60.9697429756386	0	0.297059484839316	7.72297551773604
"ENSMUSG00000026303"	0	0	0	0.477538616239567	0
"ENSMUSG00000026307"	6.29745965490467	7.39776842759312	4.57016408792164	6.17621808978423	4.71664679621867
"ENSMUSG00000026309"	9.43944383996837	7.11628445057009	9.60805187943246	31.0291061667206	9.95845895403198
"ENSMUSG00000026313"	9.08806712479193	4.79091723398184	6.97673692723429	10.4414437762105	5.39494731176527
"ENSMUSG00000026315"	18.6319418176209	10.5426875687532	0	0.319862912972104	0.507205062139595
"ENSMUSG00000026319"	20.0535306528098	20.152052408333	9.61248563204574	12.3238259130025	13.047444471801
"ENSMUSG00000026321"	27.8392131328069	19.4340846222854	0	1.03520211261376	1.40103391969023
"ENSMUSG00000026339"	8.71093168993192	6.86520886915418	8.43797312609332	4.8152681817851	5.53810057201119
"ENSMUSG00000026341"	301.518109901537	231.226709174797	75.2231880292849	57.7732726922928	61.0225067047741
"ENSMUSG00000026342"	10.1652439805273	9.16841466403809	22.2477422834347	5.34009780327477	5.06889560865421
"ENSMUSG00000026347"	1.47162779651015	1.24943944628059	0	0	0
"ENSMUSG00000026353"	25.191764072563	17.0136980282778	25.6426963414072	16.2027297162587	14.981303518045
"ENSMUSG00000026354"	0	0	0.421755322373337	0.20538425848638	0
"ENSMUSG00000026355"	11.8076215049498	10.4751077212374	16.0732702634798	11.0877794376349	12.5245490070677
"ENSMUSG00000026356"	21.0719860211493	17.9935236574484	23.2654104355399	21.8431590658541	15.7315422981688
"ENSMUSG00000026357"	9.65495553619561	6.21538263546447	0	0	0
"ENSMUSG00000026358"	59.1541478988473	99.9511798456413	0	0	0
"ENSMUSG00000026361"	9.83267896186041	6.97211343799529	6.55621414281306	9.98301456879684	8.58955094437511
"ENSMUSG00000026374"	6.10261016946312	4.19071701132939	6.90020761489614	6.32574617060154	4.42466252738283
"ENSMUSG00000026377"	7.72358204485208	6.28398320012931	10.0591049302965	8.95622948333951	5.36410793224568
"ENSMUSG00000026384"	1.98850140383115	2.18582307498622	1.32532781723338	4.68676426879249	6.41324784641623
"ENSMUSG00000026385"	51.9184839152189	36.8009513331267	28.1664688697777	36.3473740478291	14.0370537824171
"ENSMUSG00000026388"	1.00639518225937	1.24180659828775	0.973258339625215	1.23414318216324	0
"ENSMUSG00000026395"	262.730760991491	224.901679852093	0.251586353945863	0.150896513929249	0.179585167619945
"ENSMUSG00000026398"	0	0	0	0	3.90720285665905
"ENSMUSG00000026399"	0	0.268935464234059	15.3748216828959	1.41432273172144	5.21830919171932
"ENSMUSG00000026414"	0	0	0.274291027305733	1.03540791573128	0
"ENSMUSG00000026421"	7.16580838136562	7.17056148442356	25.576095485022	71.580721539825	45.3391981561819
"ENSMUSG00000026424"	0	0	0	1.65887753064414	0
"ENSMUSG00000026425"	57.1893484633772	42.3435727942771	18.9544419909828	12.1320086396063	43.6036374587716
"ENSMUSG00000026426"	32.7953859626809	25.573952461242	9.66180328281509	9.33787892446277	8.16219626969502
"ENSMUSG00000026427"	3.87504636858898	3.29625733475117	7.37085790383222	3.97615794830638	2.68905462402901
"ENSMUSG00000026429"	0.684930799834918	0.670193250600855	1.17592768297161	0.839385697222082	0.865623941458916
"ENSMUSG00000026430"	18.6253269239165	13.6137654805369	4.55734271228652	0.662116301233401	0
"ENSMUSG00000026433"	10.0525349619882	8.56201279188699	7.46271958745897	3.47625280081354	3.8550699033459
"ENSMUSG00000026435"	0	0	0	0.353696822233392	0
"ENSMUSG00000026439"	7.95501477780565	5.59716386171658	4.6105503256175	6.15620987592065	5.73452076368474
"ENSMUSG00000026443"	0	0	2.72296898076771	0.453907280190569	0
"ENSMUSG00000026447"	0	0	0.23443332547672	2.39308914717191	15.1918241705029
"ENSMUSG00000026452"	0	0	2.34045941624174	3.57771346305248	0.388400572368485
"ENSMUSG00000026455"	1.13412095064367	0.449201632165038	3.46491225970546	4.01165868275094	3.09167241263888
"ENSMUSG00000026456"	12.4228054533112	13.4474300439375	3.87817423149497	7.64499106368438	13.9428275420286
"ENSMUSG00000026458"	6.76397018138898	6.64904909519198	0.295890148326138	0.25231171970402	0.199886602677721
"ENSMUSG00000026459"	0	0	0	3.22293743358446	0
"ENSMUSG00000026463"	5.03643865264697	2.01253487709284	3.12752346198157	29.9282119638737	20.9900785195952
"ENSMUSG00000026469"	23.0513447751758	19.2493628061139	9.71007177391036	13.2436931854538	15.2677779486701
"ENSMUSG00000026471"	2.00948393109235	3.38128699481706	4.71343654715178	4.42799746363568	1.96519756458883
"ENSMUSG00000026473"	47.7261390559321	44.9530432423833	23.0280756081816	26.8232440279648	27.5861701907345
"ENSMUSG00000026475"	0	0	8.11038084327068	6.33230615875196	5.79941009372388
"ENSMUSG00000026478"	4.61622989424452	3.12767205645994	95.9426709650508	51.2063823725551	52.3726642205274
"ENSMUSG00000026479"	0	0	3.34010785162245	0.645031573572953	0.249141347541881
"ENSMUSG00000026483"	18.8642787342755	13.731962021347	17.8056141286638	33.6115871949921	8.67625456457421
"ENSMUSG00000026484"	18.753224213521	15.6597812625589	16.7568373986049	13.4189949100581	7.82409886509672
"ENSMUSG00000026489"	0	0.509335761286073	2.1703557332654	2.26106880468994	1.10871429753305
"ENSMUSG00000026490"	0.243915322741766	0.16836676949318	33.2695942998119	41.8051297511232	57.7481330367601
"ENSMUSG00000026492"	5.85916117314396	3.14538108772616	4.00837671307049	5.54120411224483	4.93480642738646
"ENSMUSG00000026495"	0	0.340657892974399	0.405770653629695	0.81491658299853	0.412989667076025
"ENSMUSG00000026502"	4.98692952059481	3.5540574352513	8.86045013629637	5.28841066677059	3.54916851265884
