"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13"
"11" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "DNA_STRAND_ELONGATION" "LAGGING_STRAND_SYNTHESIS" "PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND" "" "" "" "" ""
"12" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "DNA_STRAND_ELONGATION" "LAGGING_STRAND_SYNTHESIS" "PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND" "" "" "" "" ""
"13" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "M_PHASE" "MITOTIC_METAPHASE_AND_ANAPHASE" "MITOTIC_ANAPHASE" "NUCLEAR_ENVELOPE_NE_REASSEMBLY" "POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION" "" "" "" "" ""
"14" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "DNA_STRAND_ELONGATION" "LEADING_STRAND_SYNTHESIS" "POLYMERASE_SWITCHING" "" "" "" "" ""
"15" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "DNA_STRAND_ELONGATION" "LAGGING_STRAND_SYNTHESIS" "POLYMERASE_SWITCHING" "" "" "" "" ""
"16" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "M_PHASE" "MITOTIC_METAPHASE_AND_ANAPHASE" "MITOTIC_ANAPHASE" "NUCLEAR_ENVELOPE_NE_REASSEMBLY" "INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION" "" "" "" "" ""
"17" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "REGULATION_OF_MITOTIC_CELL_CYCLE" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B" "" "" "" "" ""
"18" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "SIGNALING_BY_GPCR" "GPCR_DOWNSTREAM_SIGNALLING" "G_ALPHA_I_SIGNALLING_EVENTS" "OPIOID_SIGNALLING" "G_PROTEIN_MEDIATED_EVENTS" "ADENYLATE_CYCLASE_INHIBITORY_PATHWAY" "" "" "" "" ""
"19" "IN_REACTOME_HIERARCHIE" "NEURONAL_SYSTEM" "TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES" "NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION" "GABA_RECEPTOR_ACTIVATION" "GABA_B_RECEPTOR_ACTIVATION" "ACTIVATION_OF_GABAB_RECEPTORS" "ADENYLATE_CYCLASE_INHIBITORY_PATHWAY" "" "" "" "" ""
"20" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "SIGNALING_BY_GPCR" "GPCR_DOWNSTREAM_SIGNALLING" "G_ALPHA_I_SIGNALLING_EVENTS" "OPIOID_SIGNALLING" "G_PROTEIN_MEDIATED_EVENTS" "ADENYLATE_CYCLASE_ACTIVATING_PATHWAY" "" "" "" "" ""
"21" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "DNA_STRAND_ELONGATION" "UNWINDING_OF_DNA" "" "" "" "" "" ""
"22" "IN_REACTOME_HIERARCHIE" "VESICLE_MEDIATED_TRANSPORT" "MEMBRANE_TRAFFICKING" "GAP_JUNCTION_TRAFFICKING_AND_REGULATION" "GAP_JUNCTION_TRAFFICKING" "GAP_JUNCTION_ASSEMBLY" "TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE" "" "" "" "" "" ""
"23" "IN_REACTOME_HIERARCHIE" "VESICLE_MEDIATED_TRANSPORT" "MEMBRANE_TRAFFICKING" "GAP_JUNCTION_TRAFFICKING_AND_REGULATION" "GAP_JUNCTION_TRAFFICKING" "GAP_JUNCTION_ASSEMBLY" "TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE" "" "" "" "" "" ""
"24" "IN_REACTOME_HIERARCHIE" "NEURONAL_SYSTEM" "TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES" "NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION" "GLUTAMATE_BINDING_ACTIVATION_OF_AMPA_RECEPTORS_AND_SYNAPTIC_PLASTICITY" "TRAFFICKING_OF_AMPA_RECEPTORS" "TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS" "" "" "" "" "" ""
"25" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES" "TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST" "" "" "" "" "" ""
"26" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES" "TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST" "" "" "" "" "" ""
"27" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_CHECKPOINTS" "G1_S_DNA_DAMAGE_CHECKPOINTS" "P53_DEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT" "P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE" "STABILIZATION_OF_P53" "" "" "" "" "" ""
"28" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_CHECKPOINTS" "G1_S_DNA_DAMAGE_CHECKPOINTS" "P53_DEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT" "P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE" "STABILIZATION_OF_P53" "" "" "" "" "" ""
"29" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "SIGNALING_BY_GPCR" "GPCR_LIGAND_BINDING" "CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS" "AMINE_LIGAND_BINDING_RECEPTORS" "SEROTONIN_RECEPTORS" "" "" "" "" "" ""
"30" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "M_PHASE" "MITOTIC_METAPHASE_AND_ANAPHASE" "MITOTIC_ANAPHASE" "SEPARATION_OF_SISTER_CHROMATIDS" "" "" "" "" "" ""
"31" "IN_REACTOME_HIERARCHIE" "DEVELOPMENTAL_BIOLOGY" "NERVOUS_SYSTEM_DEVELOPMENT" "AXON_GUIDANCE" "SEMAPHORIN_INTERACTIONS" "SEMA4D_IN_SEMAPHORIN_SIGNALING" "SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE" "" "" "" "" "" ""
"32" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3" "SIGNALING_BY_RHO_GTPASES" "RHO_GTPASE_CYCLE" "RHOBTB_GTPASE_CYCLE" "RHOBTB2_GTPASE_CYCLE" "" "" "" "" "" ""
"33" "IN_REACTOME_HIERARCHIE" "DNA_REPAIR" "DNA_DOUBLE_STRAND_BREAK_REPAIR" "HOMOLOGY_DIRECTED_REPAIR" "HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA" "HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR" "RESOLUTION_OF_D_LOOP_STRUCTURES" "" "" "" "" "" ""
"34" "IN_REACTOME_HIERARCHIE" "DNA_REPAIR" "DNA_DOUBLE_STRAND_BREAK_REPAIR" "HOMOLOGY_DIRECTED_REPAIR" "HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA" "HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR" "RESOLUTION_OF_D_LOOP_STRUCTURES" "" "" "" "" "" ""
"35" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "REGULATION_OF_TP53_ACTIVITY" "REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION" "" "" "" "" "" ""
"36" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "REGULATION_OF_TP53_ACTIVITY" "REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION" "" "" "" "" "" ""
"37" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "REGULATION_OF_TP53_ACTIVITY" "REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION" "" "" "" "" "" ""
"38" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "REGULATION_OF_TP53_ACTIVITY" "REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "" "" "" "" "" ""
"39" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "MITOTIC_G2_G2_M_PHASES" "G2_M_TRANSITION" "CENTROSOME_MATURATION" "RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES" "" "" "" "" "" ""
"40" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CHROMOSOME_MAINTENANCE" "TELOMERE_MAINTENANCE" "EXTENSION_OF_TELOMERES" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE" "" "" "" "" "" ""
"41" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CHROMOSOME_MAINTENANCE" "TELOMERE_MAINTENANCE" "EXTENSION_OF_TELOMERES" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE" "" "" "" "" "" ""
"42" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CHROMOSOME_MAINTENANCE" "TELOMERE_MAINTENANCE" "EXTENSION_OF_TELOMERES" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE" "" "" "" "" "" ""
"43" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS" "DAG_AND_IP3_SIGNALING" "CAM_PATHWAY" "CALMODULIN_INDUCED_EVENTS" "PKA_MEDIATED_PHOSPHORYLATION_OF_CREB" "" "" "" "" "" ""
"44" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS" "DAG_AND_IP3_SIGNALING" "CAM_PATHWAY" "CALMODULIN_INDUCED_EVENTS" "PKA_MEDIATED_PHOSPHORYLATION_OF_CREB" "" "" "" "" "" ""
"45" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "REGULATION_OF_MITOTIC_CELL_CYCLE" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS" "PHOSPHORYLATION_OF_THE_APC_C" "" "" "" "" "" ""
"46" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "REGULATION_OF_MITOTIC_CELL_CYCLE" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE" "PHOSPHORYLATION_OF_EMI1" "" "" "" "" "" ""
"47" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE" "ORC1_REMOVAL_FROM_CHROMATIN" "" "" "" "" "" ""
"48" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "M_PHASE" "MITOTIC_PROPHASE" "NUCLEAR_ENVELOPE_BREAKDOWN" "NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY" "" "" "" "" "" ""
"49" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "M_PHASE" "MITOTIC_METAPHASE_AND_ANAPHASE" "MITOTIC_ANAPHASE" "NUCLEAR_ENVELOPE_NE_REASSEMBLY" "" "" "" "" "" ""
"50" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "DNA_STRAND_ELONGATION" "LAGGING_STRAND_SYNTHESIS" "" "" "" "" "" ""
"51" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "REGULATION_OF_MITOTIC_CELL_CYCLE" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE" "INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS" "" "" "" "" "" ""
"52" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "REGULATION_OF_MITOTIC_CELL_CYCLE" "APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" "REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE" "INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS" "" "" "" "" "" ""
"53" "IN_REACTOME_HIERARCHIE" "DNA_REPAIR" "DNA_DOUBLE_STRAND_BREAK_REPAIR" "HOMOLOGY_DIRECTED_REPAIR" "HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA" "HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR" "HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE" "" "" "" "" "" ""
"54" "IN_REACTOME_HIERARCHIE" "DNA_REPAIR" "DNA_DOUBLE_STRAND_BREAK_REPAIR" "HOMOLOGY_DIRECTED_REPAIR" "HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA" "HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR" "HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE" "" "" "" "" "" ""
"55" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "SIGNALING_BY_GPCR" "GPCR_DOWNSTREAM_SIGNALLING" "G_ALPHA_I_SIGNALLING_EVENTS" "OPIOID_SIGNALLING" "G_PROTEIN_MEDIATED_EVENTS" "" "" "" "" "" ""
"56" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "SIGNALING_BY_GPCR" "GPCR_DOWNSTREAM_SIGNALLING" "G_ALPHA_I_SIGNALLING_EVENTS" "OPIOID_SIGNALLING" "G_PROTEIN_MEDIATED_EVENTS" "" "" "" "" "" ""
"57" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "M_PHASE" "MITOTIC_PROPHASE" "NUCLEAR_ENVELOPE_BREAKDOWN" "ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7" "" "" "" "" "" ""
"58" "IN_REACTOME_HIERARCHIE" "SIGNAL_TRANSDUCTION" "SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3" "SIGNALING_BY_RHO_GTPASES" "RHO_GTPASE_EFFECTORS" "RHO_GTPASES_ACTIVATE_PKNS" "ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3" "" "" "" "" "" ""
"59" "IN_REACTOME_HIERARCHIE" "METABOLISM" "BIOLOGICAL_OXIDATIONS" "PHASE_I___FUNCTIONALIZATION_OF_COMPOUNDS" "CYTOCHROME_P450___ARRANGED_BY_SUBSTRATE_TYPE" "VITAMINS" "" "" "" "" "" "" ""
"60" "IN_REACTOME_HIERARCHIE" "METABOLISM_OF_RNA" "PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA" "TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM" "TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS" "TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA" "" "" "" "" "" "" ""
"61" "IN_REACTOME_HIERARCHIE" "NEURONAL_SYSTEM" "TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES" "NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION" "GLUTAMATE_BINDING_ACTIVATION_OF_AMPA_RECEPTORS_AND_SYNAPTIC_PLASTICITY" "TRAFFICKING_OF_AMPA_RECEPTORS" "" "" "" "" "" "" ""
"62" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "" "" "" "" "" "" ""
"63" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES" "" "" "" "" "" "" ""
"64" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES" "" "" "" "" "" "" ""
"65" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_TP53" "TP53_REGULATES_METABOLIC_GENES" "" "" "" "" "" "" ""
"66" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "MITOTIC_G2_G2_M_PHASES" "G2_M_TRANSITION" "THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT" "" "" "" "" "" "" ""
"67" "IN_REACTOME_HIERARCHIE" "GENE_EXPRESSION_TRANSCRIPTION" "RNA_POLYMERASE_II_TRANSCRIPTION" "GENERIC_TRANSCRIPTION_PATHWAY" "TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS" "TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION" "" "" "" "" "" "" ""
"68" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CHROMOSOME_MAINTENANCE" "TELOMERE_MAINTENANCE" "EXTENSION_OF_TELOMERES" "TELOMERE_EXTENSION_BY_TELOMERASE" "" "" "" "" "" "" ""
"69" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CHROMOSOME_MAINTENANCE" "TELOMERE_MAINTENANCE" "EXTENSION_OF_TELOMERES" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "" "" "" "" "" "" ""
"70" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CHROMOSOME_MAINTENANCE" "TELOMERE_MAINTENANCE" "EXTENSION_OF_TELOMERES" "TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS" "" "" "" "" "" "" ""
"71" "IN_REACTOME_HIERARCHIE" "METABOLISM" "METABOLISM_OF_LIPIDS" "FATTY_ACID_METABOLISM" "ARACHIDONIC_ACID_METABOLISM" "SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX" "" "" "" "" "" "" ""
"72" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE" "" "" "" "" "" "" ""
"73" "IN_REACTOME_HIERARCHIE" "CELL_CYCLE" "CELL_CYCLE_MITOTIC" "S_PHASE" "SYNTHESIS_OF_DNA" "SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE" "" "" "" "" "" "" ""
