"gene"	"Old.ECs.D0_2"	"Old.ECs.D0_1"	"Old.ECs.D0_3"	"Old.FAPs.D0_1"	"Old.FAPs.D0_2"	"Old.FAPs.D0_3"	"Old.MuSCs.D0_1"	"Old.MuSCs.D0_3"	"Old.MuSCs.D0_2"
"ENSMUSG00000000154"	20.8709260840481	21.0971608960618	24.7972409709679	32.0111809209961	31.6971355975269	36.6298897784626	12.8612388279737	3.20439530574275	7.12031952139125
"ENSMUSG00000000167"	21.7783576529198	16.0740273493804	10.4911404107941	30.4496599004597	32.4342782858415	32.443616660924	16.535878493109	15.2208777022781	27.2945581653331
"ENSMUSG00000000168"	254.988270852936	318.4666668596	226.036388850746	225.639787467509	262.422797039991	254.316091890469	452.89933872793	458.228528721213	539.957563705503
"ENSMUSG00000000171"	151.541072001567	141.652366016415	173.580686796775	92.1297402116474	130.474255831681	135.007308040619	169.033424596226	169.03185237793	205.302546200114
"ENSMUSG00000000182"	0.907431568871658	0	0	0	1.47428537662916	0	0	0	0
"ENSMUSG00000000184"	1987.27513582893	1713.89316612769	2029.55879946999	664.427194238237	595.611292158181	621.661557954479	2277.35793246763	2198.21517973953	2818.4598105507
"ENSMUSG00000000194"	755.890496870091	728.354364268802	913.682955776432	546.532357187739	626.571285067393	706.433588584636	755.138451185312	638.475764669243	721.52571150098
"ENSMUSG00000000197"	0	1.00462670933628	0	517.644218307816	467.348464391444	564.100302588324	62.4688743073008	53.6736213711911	66.456315532985
"ENSMUSG00000000202"	7.25945255097326	2.00925341867256	0	0.780760510268199	2.21142806494374	9.41911451446181	17.4545384093929	10.4142847436639	13.0539191225506
"ENSMUSG00000000204"	31.760104910508	8.03701367469022	16.2135806348636	0	0	0	0	2.40329647930706	0
"ENSMUSG00000000223"	98.9100410070107	48.2220820481413	14.3061005601738	90.568219191111	106.885689805614	132.91417148185	1873.14756930274	1679.1031402092	1562.91013494538
"ENSMUSG00000000244"	28.1303786350214	21.0971608960618	20.9822808215882	15.615210205364	23.5885660260666	41.8627311753858	10.1052590791222	26.4362612723777	28.481278085565
"ENSMUSG00000000247"	5.44458941322995	11.0508938026991	6.67618026141443	54.6532357187739	42.7542759222456	55.4681188073862	3.67463966513534	2.40329647930706	2.37343984046375
"ENSMUSG00000000248"	0.907431568871658	1.00462670933628	0	0	0	6.27940967630787	0	0	0
"ENSMUSG00000000253"	84.3911359050642	88.4071504215925	77.2529430249384	6.24608408214559	4.42285612988748	13.6053876320004	19.2918582419605	20.8285694873279	33.2281577664925
"ENSMUSG00000000263"	0.907431568871658	10.0462670933628	7.62992029875935	9.36912612321838	2.94857075325832	6.27940967630787	0	3.20439530574275	2.37343984046375
"ENSMUSG00000000266"	823.040432966594	918.228812333358	855.504813498392	500.467487081915	538.851305157958	438.512109062166	580.593067091383	639.276863495679	608.787319078952
"ENSMUSG00000000275"	3258.58676381812	2897.34342972583	3394.36079291057	406.776225849731	389.211339430098	380.950853696011	485.052435797865	434.996662754578	383.310534234895
"ENSMUSG00000000276"	3185.08480673952	3088.22250449972	3296.12556906404	96.0335427629884	131.94854120831	138.147012878773	217.722400159269	258.754920938727	282.439341015186
"ENSMUSG00000000278"	47.1864415813262	62.2868559788492	34.3346413444171	485.63303738682	489.462745040881	525.377276251092	156.172185768252	180.24723594803	204.115826279882
"ENSMUSG00000000282"	176.949155929973	255.175184171415	292.79819146489	197.532409097854	210.82280885797	322.343030050471	247.119517480352	236.324153798528	333.468297585157
"ENSMUSG00000000290"	2.72229470661497	5.02313354668139	5.72244022406951	6.24608408214559	5.89714150651664	5.23284139692323	0.918659916283835	0	4.7468796809275
"ENSMUSG00000000295"	48.0938731501979	52.2405888854865	11.444880448139	74.9530089857471	93.6171214159517	39.7695946166165	43.1770160653402	27.2373600988134	46.2820768890431
"ENSMUSG00000000296"	8.16688411984492	1.00462670933628	0	15.615210205364	10.3199976364041	32.443616660924	2.7559797488515	2.40329647930706	1.18671992023187
"ENSMUSG00000000301"	0.907431568871658	14.0647739307079	8.58366033610427	28.1073783696552	21.3771379611228	11.5122510732311	17.4545384093929	4.00549413217844	11.8671992023187
"ENSMUSG00000000303"	0	2.00925341867256	0	5.46532357187739	0	0	91.8659916283835	69.6955978999048	87.8172740971587
"ENSMUSG00000000305"	36.2972627548663	22.1017876053981	25.7509810083128	13.2729286745594	14.005711077977	24.0710704258468	81.7607325492613	58.4802143298052	106.804792820869
"ENSMUSG00000000308"	0	0	1.90748007468984	0	2.94857075325832	0	0	0	0
"ENSMUSG00000000317"	4000.86578715514	4141.07129588414	3226.50254633786	73.3914879652107	19.9028525844937	35.5833214990779	48.6889755630432	84.1153767757472	36.7883175271881
"ENSMUSG00000000318"	0	4.01850683734511	0.953740037344919	10.1498866334866	0.73714268831458	0	1.83731983256767	0	1.18671992023187
"ENSMUSG00000000320"	166.059977103513	153.707886528451	210.776548253227	236.570434611264	191.657098961791	212.453360715083	88.1913519632481	82.5131791228758	71.2031952139125
"ENSMUSG00000000325"	29.0378102038931	35.1619348267697	49.5944819419358	306.838880535402	258.737083598418	335.948417682471	321.530970699342	386.129634342001	350.082376468403
"ENSMUSG00000000326"	101.632335713626	102.4719243523	116.35628455608	353.684511151494	321.394212105157	366.298897784626	236.095598484945	262.760415070905	226.663504764288
"ENSMUSG00000000339"	214.153850253711	215.9947425073	240.34248941092	156.15210205364	109.834260558872	91.0514403064642	163.521465098523	147.402184064166	140.032950587361
"ENSMUSG00000000340"	128.855282779775	134.619979051061	113.495064444045	116.333316029962	131.94854120831	154.892105348928	284.784574047989	267.56700802952	319.227658542374
"ENSMUSG00000000346"	1641.54370808883	1695.80988535964	1513.58543926639	616.020042601609	632.46842657391	672.943403644327	869.052280804508	808.308715873609	933.948577222485
"ENSMUSG00000000355"	182.393745343203	234.078023275353	201.239147879778	181.136438382222	151.114251104489	146.51955911385	152.497546103117	215.4955843112	166.140788832462
"ENSMUSG00000000359"	107.984356695727	81.3747634562385	90.6053035477673	115.552555519693	112.045688623816	127.681330084927	1046.35364464729	1100.70978752263	1095.34248637402
"ENSMUSG00000000365"	0.907431568871658	7.03238696535395	6.67618026141443	1.5615210205364	11.0571403247187	20.9313655876929	0	1.60219765287137	1.18671992023187
"ENSMUSG00000000374"	708.704055288765	744.428391618182	774.436910324074	528.57486545157	510.839883002004	555.727756353247	870.889600637075	785.877948733409	820.023464880225
"ENSMUSG00000000378"	263.155154972781	273.258464939468	248.926149747024	168.644270217931	196.817097779993	221.872475229545	168.114764679942	205.081299567536	223.103345003592
"ENSMUSG00000000381"	0	0	0	3.90380255134099	3.6857134415729	6.27940967630787	0	0	2.37343984046375
"ENSMUSG00000000384"	202.35723985838	228.050263019335	168.811986610051	113.210273988889	129.737113143366	128.727898364311	206.698481163863	217.898880790507	226.663504764288
"ENSMUSG00000000385"	119.780967091059	110.508938026991	103.003924033251	112.429513478621	123.102828948535	119.30878384985	95.5406312935188	80.1098826435687	71.2031952139125
"ENSMUSG00000000392"	164.24511396577	131.606098923052	218.406468551986	2453.14952326268	2601.37654706215	2143.37183617975	1400.03771241656	1520.48557257493	1426.43734411871
"ENSMUSG00000000394"	0.907431568871658	0	4.76870018672459	56.9955172495785	18.4285672078645	32.443616660924	3.67463966513534	2.40329647930706	2.37343984046375
"ENSMUSG00000000399"	99.8174725758824	124.573711957698	104.911404107941	75.7337694960153	85.5085518444913	75.3529161156945	178.220023759064	177.042840642287	213.609585641737
"ENSMUSG00000000402"	0	1.00462670933628	3.81496014937968	7.80760510268199	1.47428537662916	4.18627311753858	78.0860928841259	60.0824119826765	60.5227159318256
"ENSMUSG00000000409"	20.8709260840481	4.01850683734511	25.7509810083128	14.8344496950958	5.15999881820206	5.23284139692323	15.6172185768252	3.20439530574275	1.18671992023187
"ENSMUSG00000000411"	6.35202098210161	18.083280768053	8.58366033610427	6.24608408214559	7.3714268831458	14.651955911385	7.34927933027068	4.80659295861412	10.6804792820869
"ENSMUSG00000000416"	187.838334756433	127.587592085707	186.933047319604	14.8344496950958	16.2171391429208	27.2107752640008	654.08586039409	528.725225447554	709.658512298661
"ENSMUSG00000000420"	1224.12518640787	1082.98759266451	1140.67308466452	758.899215980689	841.079807366936	807.950711684946	733.0906131945	897.23068560797	919.707938179703
"ENSMUSG00000000435"	12.7040419642032	14.0647739307079	0.953740037344919	0	0	0	840.573823399709	737.010920320832	539.957563705503
"ENSMUSG00000000439"	312.15645969185	388.79053651314	333.809013070722	166.301988687126	210.085666169655	271.061184360623	271.004675303731	352.483483631702	350.082376468403
"ENSMUSG00000000440"	990.915273207851	1105.08938026991	1171.19276585956	11.711407654023	3.6857134415729	4.18627311753858	99.2152709586541	123.369219271096	143.593110348057
"ENSMUSG00000000441"	571.681888389145	620.85930636982	748.685929315761	420.049154524291	419.434189650996	448.977791856013	848.841762646263	686.541694255384	821.210184800457
"ENSMUSG00000000486"	28.1303786350214	38.1758149547786	56.2706622033502	27.326617859387	30.2228502208978	35.5833214990779	13.7798987442575	11.2153835700996	27.2945581653331
"ENSMUSG00000000489"	3594.33644430064	3700.04017048551	3546.00545884841	3.12304204107279	8.84571225977496	6.27940967630787	120.344449033182	112.954934527432	110.364952581564
"ENSMUSG00000000530"	1817.58543244993	1934.91104218167	1876.9603934948	810.42940965839	863.931230704688	972.261931548336	191.081262587038	273.975798641005	299.053419898432
"ENSMUSG00000000531"	1022.67537811836	992.571188824243	890.793194880154	425.514478096168	445.971326430321	570.379712264632	146.06692668913	124.971416923967	72.3899151341443
"ENSMUSG00000000532"	282.211217919086	236.087276694025	239.388749373575	170.986551748736	190.182813585162	197.801404803698	240.688898066365	228.313165534171	310.920619100751
"ENSMUSG00000000538"	1182.38333423977	1219.61682513424	1104.43096324542	772.172144655248	720.925549171659	838.301191787101	1180.47799242473	1324.21636009819	1310.13879193599
"ENSMUSG00000000544"	0	0	0	0.780760510268199	0	0	0	0	0
"ENSMUSG00000000552"	13.6114735330749	16.0740273493804	13.3523605228289	406.776225849731	479.879890092792	612.242443440018	102.889910623789	115.358231006739	98.4977533792456
"ENSMUSG00000000555"	1215.05087071915	1169.38548966743	1180.73016623301	1202.37118581303	1217.02257840737	997.379570253567	350.928088020425	428.587872143093	289.559660536577
"ENSMUSG00000000560"	0	0	0	16.3959707156322	0	4.18627311753858	0	0	0
"ENSMUSG00000000561"	110.706651402342	78.3608833282297	96.3277437718368	106.964189906743	117.942830130333	131.867603202465	91.8659916283835	142.595591105552	121.045431863651
"ENSMUSG00000000562"	0.907431568871658	1.00462670933628	0.953740037344919	0.780760510268199	1.47428537662916	1.04656827938465	0	0	3.56015976069562
"ENSMUSG00000000563"	602.534561730781	561.586330518979	590.365083116505	515.301936777011	535.165591716385	470.95572572309	801.071446999504	906.843871525198	980.230654111528
"ENSMUSG00000000567"	0	0	0	512.178894735938	462.188465573242	794.345324052946	113.913829619195	105.745045089511	90.1907139376225
"ENSMUSG00000000568"	1307.60889074406	1287.93144136911	1263.70554948202	694.876854138697	705.445552717053	615.382148278172	1043.59766489844	991.760347127381	960.056415467586
"ENSMUSG00000000579"	61.7053466832728	40.1850683734511	25.7509810083128	40.5995465339463	67.0799846366268	34.5367532196933	17.4545384093929	16.8230753551494	30.8547179260287
"ENSMUSG00000000581"	213.24641868484	225.036382891326	182.16434713288	286.539107268429	317.708498663584	236.52443114093	173.626724177645	212.291189005457	199.368946598955
"ENSMUSG00000000594"	250.451113008578	317.462040150264	376.727314751243	1098.53003794736	996.616914601312	1195.18097505727	389.511804504346	434.195563928143	401.111333038374
"ENSMUSG00000000600"	1677.8409708437	1708.87003258101	1519.30787949046	975.950637835248	978.188347393448	888.536469197564	1296.22914187649	1478.82843360028	1336.24663018109
"ENSMUSG00000000605"	582.571067215604	597.752892055085	548.400521473328	573.858975047126	680.382701314357	534.796390765554	591.616986086789	699.359275478355	579.119321073155
"ENSMUSG00000000617"	0	0	0	10.1498866334866	5.15999881820206	7.32597795569252	0	2.40329647930706	0
"ENSMUSG00000000627"	0	0	2.86122011203476	0	0.73714268831458	0	39.5023764002049	44.8615342803985	20.1742386439419
"ENSMUSG00000000628"	5.44458941322995	3.01388012800883	1.90748007468984	417.706872993486	328.028496299988	462.583179488013	106.564550288925	118.562626312482	81.8836744959993
"ENSMUSG00000000631"	3487.25951917378	3514.1842292583	2931.79687479828	209.243816751877	224.828519935947	227.105316626468	488.727075463	444.609848671806	513.849725460402
"ENSMUSG00000000632"	59.8904835455294	80.3701367469022	82.975383249008	5.46532357187739	2.21142806494374	5.23284139692323	0.918659916283835	0	0
"ENSMUSG00000000673"	3.62972627548663	11.0508938026991	4.76870018672459	48.4071516366283	52.3371308703352	60.7009602043094	9.18659916283835	7.20988943792119	16.6140788832462
"ENSMUSG00000000686"	9.07431568871658	12.0555205120353	15.2598405975187	34.3534624518007	22.851423337752	28.2573435433854	17.4545384093929	8.81208709079256	22.5476784844056
"ENSMUSG00000000690"	318.508480673952	265.221451264777	307.104292025064	0	2.94857075325832	0	12.8612388279737	7.20988943792119	7.12031952139125
"ENSMUSG00000000693"	58.9830519766578	30.1388012800883	25.7509810083128	404.433944318927	423.857045780884	469.909157443706	224.153019573256	239.52854910427	234.970544205911
"ENSMUSG00000000706"	7.25945255097326	3.01388012800883	0	0	1.47428537662916	0	0	0.801098826435687	0
"ENSMUSG00000000708"	959.155168297343	913.205678786677	948.01759712085	1198.46738326168	1118.98260086153	996.333001974183	697.26287645943	753.833995675982	751.193709506776
"ENSMUSG00000000711"	519.050857394588	591.725131799068	587.50386300447	479.386953304674	459.977037508298	521.191003133554	643.061941398684	536.736213711911	717.965551740284
"ENSMUSG00000000724"	105.262061989112	160.740273493804	130.662385116254	148.344496950958	127.525685078422	97.330849982772	124.937748614602	86.5186732550542	70.0164752936806
"ENSMUSG00000000730"	0	1.00462670933628	0	17.1767312259004	8.84571225977496	4.18627311753858	1.83731983256767	2.40329647930706	8.30703944162312
"ENSMUSG00000000732"	34.482399617123	54.249842304159	61.0393623900748	423.172196565364	374.468485663807	408.161628960012	162.602805182239	149.805480543474	187.501747396636
"ENSMUSG00000000738"	253.173407715193	315.452786731591	275.630870792682	231.105111039387	199.765668533251	295.13225478647	393.186444169481	332.45601297081	315.667498781679
"ENSMUSG00000000739"	8.16688411984492	10.0462670933628	7.62992029875935	381.791889521149	358.988489209201	370.485170902164	41.3396962327726	37.6516448424773	28.481278085565
"ENSMUSG00000000740"	768.594538834294	912.20105207734	1005.24199936154	979.073679876321	917.742646951652	804.811006846792	767.081030097002	777.065861642617	618.281078440807
"ENSMUSG00000000743"	222.320734373556	245.128917078052	194.562967618363	591.035706273026	572.022726132114	518.0512982954	176.382703926496	222.705473749121	205.302546200114
"ENSMUSG00000000751"	170.597134947872	215.9947425073	234.62004918685	138.194610317471	166.594247559095	162.21808330462	271.923335220015	254.749426806549	337.028457345852
"ENSMUSG00000000753"	6.35202098210161	33.1526814080972	27.6584610830027	8073.84443668344	7919.12390056353	8316.03154799039	158.00950560082	121.767021618224	72.3899151341443
"ENSMUSG00000000759"	703.259465875535	767.534805932916	681.924126701617	315.427246148352	356.777061144257	307.691074139086	676.133698384902	659.304334156571	596.920119876633
"ENSMUSG00000000776"	109.799219833471	91.4210305496013	43.8720417178663	190.50556450544	156.274249922691	153.845537069543	158.928165517103	92.126365040104	81.8836744959993
"ENSMUSG00000000782"	68.0573676653744	80.3701367469022	90.6053035477673	49.1879121468965	37.5942771040436	73.2597795569252	87.2726920469643	72.8999932056475	68.8297553734487
"ENSMUSG00000000787"	8705.89847175469	8547.36404303305	9062.43783485142	4251.24097841034	3940.02766904143	3402.39347627948	5461.4332023074	5239.98742371583	5289.21068447346
"ENSMUSG00000000791"	43.5567153058396	11.0508938026991	11.444880448139	71.0492064344061	55.2857016235935	60.7009602043094	40.4210363164887	16.0219765287137	20.1742386439419
"ENSMUSG00000000792"	50.8161678568129	41.1896950827874	30.5196811950374	60.1185592906513	48.6514174287623	55.4681188073862	92.7846515446673	66.491202594162	48.6555167295069
"ENSMUSG00000000794"	122.503261797674	64.2961093975218	96.3277437718368	56.2147567393103	90.6685506626934	77.4460526744638	258.143436475758	390.13512847418	345.335496787475
"ENSMUSG00000000804"	864.78228513469	962.432387544154	989.982158764026	547.313117698007	604.457004417956	527.470412809861	793.722167669233	710.574659048455	910.214178817848
"ENSMUSG00000000805"	2158.77970234567	2407.08559556972	3171.18562417186	0	6.63428419483122	4.18627311753858	4.59329958141917	8.01098826435687	2.37343984046375
"ENSMUSG00000000811"	64.4276413898877	94.4349106776101	106.818884182631	37.4765044928735	42.7542759222456	54.4215505280016	229.664979070959	190.661520691694	249.211183248694
"ENSMUSG00000000817"	0	1.00462670933628	0	5.46532357187739	2.21142806494374	0	2.7559797488515	3.20439530574275	3.56015976069562
"ENSMUSG00000000823"	236.839639475503	238.096530112698	244.157449560299	354.465271661762	378.15419910538	394.556241328011	513.530893202663	512.70324891884	487.7418872153
"ENSMUSG00000000826"	1110.69624029891	1128.19579458464	1142.58056473921	826.825380374022	645.736994963572	739.923773524944	869.970940720791	936.484528103318	831.890664082544
"ENSMUSG00000000827"	307.619301847492	351.619348267697	293.751931502235	476.263911263601	475.457033962904	431.186131106474	412.478302411442	501.48786534874	541.144283625735
"ENSMUSG00000000838"	1185.10562894639	1231.67234564628	1294.22523067706	1209.39803040544	1211.86257958917	963.889385313259	1206.20047008067	1079.88121803531	992.097853313847
"ENSMUSG00000000861"	0.907431568871658	0	0.953740037344919	0	0	0	5.51195949770301	4.00549413217844	5.93359960115937
"ENSMUSG00000000869"	24.5006523595348	9.0416403840265	20.9822808215882	43.7225885750191	30.2228502208978	16.7450924701543	63.3875342235846	50.4692260654483	77.1367948150718
"ENSMUSG00000000876"	134.299872193005	117.541324992345	158.320846199257	79.6375720473563	112.045688623816	163.264651584005	78.0860928841259	77.7065861642617	98.4977533792456
"ENSMUSG00000000881"	78.0391149229626	43.19894850146	43.8720417178663	242.81651869341	177.651387883814	265.8283429637	234.258278652378	277.981292773183	251.584623089157
"ENSMUSG00000000884"	10.8891788264599	18.083280768053	17.1673206722085	7.02684459241379	23.5885660260666	23.0245021464622	40.4210363164887	19.2263718344565	16.6140788832462
"ENSMUSG00000000889"	0	0	0	12.4921681642912	2.94857075325832	7.32597795569252	7.34927933027068	3.20439530574275	2.37343984046375
"ENSMUSG00000000901"	84.3911359050642	112.518191445663	89.6515635104224	262.335531450115	215.982807676172	223.965611788314	200.267861749876	272.373600988134	348.895656548171
"ENSMUSG00000000902"	429.215132076294	407.878443990529	311.872992211789	421.610675544827	391.422767495042	441.65181390032	502.506974207258	508.697754786661	494.862206736692
"ENSMUSG00000000903"	0	0	0	0.780760510268199	4.42285612988748	0	0	0	8.30703944162312
"ENSMUSG00000000915"	1138.82661893393	1206.55667791287	1157.84040533673	117.894837050498	153.325679169433	127.681330084927	278.353954634002	298.809862260511	458.073889209504
"ENSMUSG00000000916"	81.6688411984492	90.416403840265	82.975383249008	47.6263911263601	46.4399893638185	69.0735064393866	95.5406312935188	74.5021908585189	98.4977533792456
"ENSMUSG00000000934"	18.1486313774332	32.1480546987609	21.9360208589331	15.615210205364	16.9542818312353	16.7450924701543	38.5837164839211	20.0274706608922	22.5476784844056
"ENSMUSG00000000938"	37.204694323738	26.1202944427432	22.8897608962781	225.639787467509	266.845653169878	329.669008006163	254.468796810622	281.185688078926	422.472291602547
"ENSMUSG00000000942"	28.1303786350214	60.2776025601767	65.8080625767994	14.0536891848276	10.3199976364041	35.5833214990779	37.6650565676372	29.6406565781204	30.8547179260287
"ENSMUSG00000000948"	7.25945255097326	2.00925341867256	10.4911404107941	16.3959707156322	20.6399952728082	28.2573435433854	73.4927933027068	55.2758190240624	55.7758362508981
"ENSMUSG00000000957"	152.448503570439	115.532071573672	141.153525527048	2965.32841799862	2862.32505872551	3224.47686878409	1288.87986254622	1425.95591105552	1482.21318036961
"ENSMUSG00000000958"	136.114735330749	103.476551061637	114.44880448139	92.1297402116474	54.5485589352789	62.7940967630787	49.6076354793271	44.8615342803985	61.7094358520575
"ENSMUSG00000000959"	284.026081056829	304.401892928892	364.328694265759	181.91719889249	227.039948000891	174.776902657236	249.875497229203	265.163711550212	316.85421870191
"ENSMUSG00000000976"	333.93481734477	370.707255745087	371.958614564518	328.700174822912	351.617062326055	362.112624667087	378.48788550894	386.129634342001	313.294058941215
"ENSMUSG00000000982"	0.907431568871658	0	0.953740037344919	0	0	0	0.918659916283835	0	0
"ENSMUSG00000001016"	356.620606566562	416.920084374555	340.485193332136	543.409315146666	419.434189650996	437.465540782782	449.224699062795	408.560401482201	402.298052958605
"ENSMUSG00000001017"	1083.47329323276	1170.39011637676	1069.14258186365	800.279523024904	837.394093925363	814.230121361254	998.583329000528	1102.31198517551	975.483774430601
"ENSMUSG00000001018"	280.396354781342	308.420399766237	329.040312883997	374.765044928735	351.617062326055	431.186131106474	350.009428104141	343.67139654091	304.987019499592
"ENSMUSG00000001020"	4.53715784435829	1.00462670933628	1.90748007468984	16.3959707156322	20.6399952728082	11.5122510732311	4.59329958141917	4.00549413217844	5.93359960115937
"ENSMUSG00000001021"	0	3.01388012800883	0.953740037344919	3.90380255134099	1.47428537662916	0	0	0	0
"ENSMUSG00000001023"	8.16688411984492	0	0	1.5615210205364	8.84571225977496	4.18627311753858	4.59329958141917	0.801098826435687	4.7468796809275
"ENSMUSG00000001025"	852.985674739359	844.89106255181	742.009749054347	3251.86752526705	3412.23350420819	2726.310367797	1195.17655108527	1072.67132859739	913.774338578543
"ENSMUSG00000001027"	15.4263366708182	4.01850683734511	18.1210607095535	0.780760510268199	2.94857075325832	10.4656827938465	17.4545384093929	16.8230753551494	40.3484772878837
"ENSMUSG00000001029"	637.924392916776	707.25720337274	660.941845880029	22.6420547977778	11.0571403247187	20.9313655876929	23.8851578233797	12.817581222971	1.18671992023187
"ENSMUSG00000001034"	326.675364793797	298.374132672875	361.467474153724	231.105111039387	249.154228650328	296.178823065855	187.406622921902	221.904374922685	249.211183248694
"ENSMUSG00000001036"	2460.04698321107	2408.09022227906	2457.78807623786	687.850009546283	741.565544444468	707.48015686402	1930.10448411234	1863.35587028941	2136.09585641737
"ENSMUSG00000001039"	211.431555547096	170.786540587167	155.459626087222	84.3221351089655	89.9314079743788	110.936237614772	158.00950560082	197.070311303179	213.609585641737
"ENSMUSG00000001052"	1565.31945630361	1440.63470118822	1705.28718677272	1055.5882098826	1302.53113025186	1329.1417148185	1798.73611608375	1762.41741815851	1621.05941103674
"ENSMUSG00000001053"	556.255551718326	502.313354668139	573.197762444296	10.1498866334866	9.58285494808954	16.7450924701543	19.2918582419605	26.4362612723777	5.93359960115937
"ENSMUSG00000001054"	212.338987115968	286.318612160839	319.502912510548	97.5950637835248	159.959963364264	128.727898364311	120.344449033182	157.81646880783	125.792311544579
"ENSMUSG00000001056"	104.354630420241	60.2776025601767	52.4557020539705	72.6107274549425	31.6971355975269	49.1887091310783	41.3396962327726	94.5296615194111	64.0828756925212
"ENSMUSG00000001062"	192.375492600792	182.842061099203	155.459626087222	145.221454909885	144.479966909658	142.333285996312	141.473627107711	175.440642989416	151.90014978968
"ENSMUSG00000001065"	198.727513582893	206.953102123273	191.701747506329	148.344496950958	116.468544753704	139.193581158158	216.803740242985	177.042840642287	238.530703966607
"ENSMUSG00000001076"	0	0	0	0	0	0	2.7559797488515	0	0
"ENSMUSG00000001082"	127.947851210904	136.629232469734	119.217504668115	141.317652358544	144.479966909658	207.22051931816	109.320530037776	129.778009882581	150.713429869448
"ENSMUSG00000001089"	3983.62458734658	4435.42692171967	4332.84098965797	804.964086086513	712.816979600199	812.136984802485	2007.27191708018	2294.34703891181	2972.73340018085
"ENSMUSG00000001098"	1029.93483066933	835.849422167783	1015.73313977234	222.516745426437	179.125673260443	190.475426848005	475.865836635026	430.190069795964	455.70044936904
"ENSMUSG00000001100"	376.584101081738	490.257834156104	352.88381381762	234.22815308046	255.051370156845	295.13225478647	467.597897388472	443.808749845371	346.522216707707
"ENSMUSG00000001103"	13.6114735330749	5.02313354668139	15.2598405975187	17.9574917361686	13.2685683896624	20.9313655876929	69.8181536375714	63.2868072884193	51.0289565699706
"ENSMUSG00000001105"	110.706651402342	167.772660459158	177.395646946155	227.982068998314	186.497100143589	109.889669335388	205.779821247579	144.197788758424	136.472790826666
