"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"11" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA I SIGNALLING EVENTS" "OPIOID SIGNALLING" "G PROTEIN MEDIATED EVENTS" "ADENYLATE CYCLASE INHIBITORY PATHWAY" "" "" "" "" "" 12
"12" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "GABA RECEPTOR ACTIVATION" "GABA B RECEPTOR ACTIVATION" "activation of gabab receptors" "ADENYLATE CYCLASE INHIBITORY PATHWAY" "" "" "" "" "" 12
"13" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA I SIGNALLING EVENTS" "OPIOID SIGNALLING" "G PROTEIN MEDIATED EVENTS" "ADENYLATE CYCLASE ACTIVATING PATHWAY" "" "" "" "" "" 9
"14" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "synthesis of dna" "DNA STRAND ELONGATION" "UNWINDING OF DNA" "" "" "" "" "" "" 12
"15" "IN REACTOME HIERARCHIE" "vesicle mediated transport" "membrane trafficking" "GAP JUNCTION TRAFFICKING AND REGULATION" "gap junction trafficking" "GAP JUNCTION ASSEMBLY" "TRANSPORT OF CONNEXONS TO THE PLASMA MEMBRANE" "" "" "" "" "" "" 10
"16" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "glutamate binding activation of ampa receptors and synaptic plasticity" "TRAFFICKING OF AMPA RECEPTORS" "TRAFFICKING OF GLUR2 CONTAINING AMPA RECEPTORS" "" "" "" "" "" "" 12
"17" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES" "TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST" "" "" "" "" "" "" 17
"18" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES" "TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G1 CELL CYCLE ARREST" "" "" "" "" "" "" 13
"19" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "G1 S DNA DAMAGE CHECKPOINTS" "p53 dependent g1 s dna damage checkpoint" "p53 dependent g1 dna damage response" "STABILIZATION OF P53" "" "" "" "" "" "" 54
"20" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "GPCR LIGAND BINDING" "class a 1 rhodopsin like receptors" "amine ligand binding receptors" "SEROTONIN RECEPTORS" "" "" "" "" "" "" 4
"21" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC METAPHASE AND ANAPHASE" "mitotic anaphase" "SEPARATION OF SISTER CHROMATIDS" "" "" "" "" "" "" 178
"22" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "SEMAPHORIN INTERACTIONS" "sema4d in semaphorin signaling" "SEMA4D INDUCED CELL MIGRATION AND GROWTH CONE COLLAPSE" "" "" "" "" "" "" 20
"23" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE CYCLE" "RHOBTB GTPASE CYCLE" "RHOBTB2 GTPASE CYCLE" "" "" "" "" "" "" 23
"24" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "hdr through homologous recombination hrr or single strand annealing ssa" "HDR THROUGH HOMOLOGOUS RECOMBINATION HRR" "RESOLUTION OF D LOOP STRUCTURES" "" "" "" "" "" "" 33
"25" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "REGULATION OF TP53 ACTIVITY" "REGULATION OF TP53 EXPRESSION AND DEGRADATION" "" "" "" "" "" "" 36
"26" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "REGULATION OF TP53 ACTIVITY" "REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION" "" "" "" "" "" "" 89
"27" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "centrosome maturation" "RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES" "" "" "" "" "" "" 78
"28" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "EXTENSION OF TELOMERES" "TELOMERE C STRAND LAGGING STRAND SYNTHESIS" "PROCESSIVE SYNTHESIS ON THE C STRAND OF THE TELOMERE" "" "" "" "" "" "" 19
"29" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "EXTENSION OF TELOMERES" "TELOMERE C STRAND LAGGING STRAND SYNTHESIS" "POLYMERASE SWITCHING ON THE C STRAND OF THE TELOMERE" "" "" "" "" "" "" 25
"30" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "DAG AND IP3 SIGNALING" "cam pathway" "calmodulin induced events" "PKA MEDIATED PHOSPHORYLATION OF CREB" "" "" "" "" "" "" 18
"31" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "activation of apc c and apc c cdc20 mediated degradation of mitotic proteins" "PHOSPHORYLATION OF THE APC C" "" "" "" "" "" "" 20
"32" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "regulation of apc c activators between g1 s and early anaphase" "PHOSPHORYLATION OF EMI1" "" "" "" "" "" "" 6
"33" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "ORC1 REMOVAL FROM CHROMATIN" "" "" "" "" "" "" 69
"34" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "NUCLEAR ENVELOPE BREAKDOWN" "NUCLEAR PORE COMPLEX NPC DISASSEMBLY" "" "" "" "" "" "" 34
"35" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC METAPHASE AND ANAPHASE" "mitotic anaphase" "NUCLEAR ENVELOPE NE REASSEMBLY" "" "" "" "" "" "" 65
"36" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "synthesis of dna" "DNA STRAND ELONGATION" "LAGGING STRAND SYNTHESIS" "" "" "" "" "" "" 20
"37" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "regulation of mitotic cell cycle" "APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS" "regulation of apc c activators between g1 s and early anaphase" "INHIBITION OF THE PROTEOLYTIC ACTIVITY OF APC C REQUIRED FOR THE ONSET OF ANAPHASE BY MITOTIC SPINDLE CHECKPOINT COMPONENTS" "" "" "" "" "" "" 21
"38" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "hdr through homologous recombination hrr or single strand annealing ssa" "HDR THROUGH HOMOLOGOUS RECOMBINATION HRR" "HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE" "" "" "" "" "" "" 42
"39" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA I SIGNALLING EVENTS" "OPIOID SIGNALLING" "G PROTEIN MEDIATED EVENTS" "" "" "" "" "" "" 48
"40" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "NUCLEAR ENVELOPE BREAKDOWN" "ACTIVATION OF NIMA KINASES NEK9 NEK6 NEK7" "" "" "" "" "" "" 7
"41" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE EFFECTORS" "RHO GTPASES ACTIVATE PKNS" "ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR ANDROGEN RECEPTOR REGULATED GENES KLK2 AND KLK3" "" "" "" "" "" "" 45
"42" "IN REACTOME HIERARCHIE" "metabolism" "biological oxidations" "phase i   functionalization of compounds" "cytochrome p450   arranged by substrate type" "VITAMINS" "" "" "" "" "" "" "" 5
"43" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM" "TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS" "TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA" "" "" "" "" "" "" "" 34
"44" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION" "glutamate binding activation of ampa receptors and synaptic plasticity" "TRAFFICKING OF AMPA RECEPTORS" "" "" "" "" "" "" "" 22
"45" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES" "" "" "" "" "" "" "" 61
"46" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES" "" "" "" "" "" "" "" 47
"47" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "TP53 REGULATES METABOLIC GENES" "" "" "" "" "" "" "" 80
"48" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT" "" "" "" "" "" "" "" 69
"49" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "transcriptional regulation by the ap 2 tfap2 family of transcription factors" "TFAP2A ACTS AS A TRANSCRIPTIONAL REPRESSOR DURING RETINOIC ACID INDUCED CELL DIFFERENTIATION" "" "" "" "" "" "" "" 4
"50" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "EXTENSION OF TELOMERES" "TELOMERE EXTENSION BY TELOMERASE" "" "" "" "" "" "" "" 22
"51" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "TELOMERE MAINTENANCE" "EXTENSION OF TELOMERES" "TELOMERE C STRAND LAGGING STRAND SYNTHESIS" "" "" "" "" "" "" "" 33
"52" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF LIPIDS" "fatty acid metabolism" "arachidonic acid metabolism" "SYNTHESIS OF PROSTAGLANDINS PG AND THROMBOXANES TX" "" "" "" "" "" "" "" 8
"53" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "S PHASE" "synthesis of dna" "SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE" "" "" "" "" "" "" "" 87
"54" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "sumo e3 ligases sumoylate target proteins" "SUMOYLATION OF UBIQUITINYLATION PROTEINS" "" "" "" "" "" "" "" 37
"55" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "sumo e3 ligases sumoylate target proteins" "SUMOYLATION OF SUMOYLATION PROTEINS" "" "" "" "" "" "" "" 33
"56" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "sumo e3 ligases sumoylate target proteins" "SUMOYLATION OF RNA BINDING PROTEINS" "" "" "" "" "" "" "" 45
"57" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "sumo e3 ligases sumoylate target proteins" "SUMOYLATION OF DNA REPLICATION PROTEINS" "" "" "" "" "" "" "" 44
"58" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "sumo e3 ligases sumoylate target proteins" "SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS" "" "" "" "" "" "" "" 74
"59" "IN REACTOME HIERARCHIE" "metabolism of proteins" "POST TRANSLATIONAL PROTEIN MODIFICATION" "SUMOYLATION" "sumo e3 ligases sumoylate target proteins" "SUMOYLATION OF CHROMATIN ORGANIZATION PROTEINS" "" "" "" "" "" "" "" 65
"60" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY RUNX1" "RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF HSCS" "" "" "" "" "" "" "" 106
"61" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY RUNX1" "RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION" "" "" "" "" "" "" "" 74
"62" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "SIGNALING BY ROBO RECEPTORS" "ROLE OF ABL IN ROBO SLIT SIGNALING" "" "" "" "" "" "" "" 8
"63" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE CYCLE" "RHOBTB GTPASE CYCLE" "" "" "" "" "" "" "" 35
"64" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE EFFECTORS" "RHO GTPASES ACTIVATE ROCKS" "" "" "" "" "" "" "" 19
"65" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE EFFECTORS" "RHO GTPASES ACTIVATE PKNS" "" "" "" "" "" "" "" 71
"66" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE EFFECTORS" "RHO GTPASES ACTIVATE PAKS" "" "" "" "" "" "" "" 21
"67" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE EFFECTORS" "" "" "" "" "" "" "" "" 278
"68" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "signaling by rho gtpases" "RHO GTPASE EFFECTORS" "RHO GTPASES ACTIVATE FORMINS" "" "" "" "" "" "" "" 129
"69" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROMETAPHASE" "RESOLUTION OF SISTER CHROMATID COHESION" "" "" "" "" "" "" "" 115
"70" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "TRANSCRIPTIONAL REGULATION BY TP53" "REGULATION OF TP53 ACTIVITY" "" "" "" "" "" "" "" 151
"71" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "transcriptional regulation by runx3" "REGULATION OF RUNX3 EXPRESSION AND ACTIVITY" "" "" "" "" "" "" "" 52
"72" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE II TRANSCRIPTION" "generic transcription pathway" "transcriptional regulation by runx2" "REGULATION OF RUNX2 EXPRESSION AND ACTIVITY" "" "" "" "" "" "" "" 66
"73" "IN REACTOME HIERARCHIE" "signal transduction" "mapk family signaling cascades" "mapk1 mapk3 signaling" "raf map kinase cascade" "REGULATION OF RAS BY GAPS" "" "" "" "" "" "" "" 64
"74" "IN REACTOME HIERARCHIE" "signal transduction" "intracellular signaling by second messengers" "pip3 activates akt signaling" "PTEN REGULATION" "REGULATION OF PTEN STABILITY AND ACTIVITY" "" "" "" "" "" "" "" 67
"75" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION" "" "" "" "" "" "" "" 85
"76" "IN REACTOME HIERARCHIE" "cellular responses to stimuli" "cellular responses to stress" "CELLULAR RESPONSE TO CHEMICAL STRESS" "CYTOPROTECTION BY HMOX1" "REGULATION OF HMOX1 EXPRESSION AND ACTIVITY" "" "" "" "" "" "" "" 62
"77" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "GLUCOSE METABOLISM" "GLYCOLYSIS" "REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN" "" "" "" "" "" "" "" 28
"78" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "SIGNALING BY ROBO RECEPTORS" "REGULATION OF EXPRESSION OF SLITS AND ROBOS" "" "" "" "" "" "" "" 158
"79" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "l1cam interactions" "RECYCLING PATHWAY OF L1" "" "" "" "" "" "" "" 36
"80" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "EUKARYOTIC TRANSLATION INITIATION" "cap dependent translation initiation" "RECYCLING OF EIF2 GDP" "" "" "" "" "" "" "" 8
"81" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROMETAPHASE" "RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES" "" "" "" "" "" "" "" 84
"82" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "BASE EXCISION REPAIR AP SITE FORMATION" "depurination" "RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PURINE" "" "" "" "" "" "" "" 40
"83" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "LAGGING STRAND SYNTHESIS" "PROCESSIVE SYNTHESIS ON THE LAGGING STRAND" "" "" "" "" "" "" "" 15
"84" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "HOMOLOGY DIRECTED REPAIR" "hdr through homologous recombination hrr or single strand annealing ssa" "PROCESSING OF DNA DOUBLE STRAND BREAK ENDS" "" "" "" "" "" "" "" 86
"85" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "leading strand synthesis" "POLYMERASE SWITCHING" "" "" "" "" "" "" "" 14
"86" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "synthesis of dna" "DNA STRAND ELONGATION" "LAGGING STRAND SYNTHESIS" "POLYMERASE SWITCHING" "" "" "" "" "" "" "" 14
"87" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "MITOTIC G2 G2 M PHASES" "g2 m transition" "POLO LIKE KINASE MEDIATED EVENTS" "" "" "" "" "" "" "" 16
"88" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "RESOLUTION OF ABASIC SITES AP SITES" "RESOLUTION OF AP SITES VIA THE MULTIPLE NUCLEOTIDE PATCH REPLACEMENT PATHWAY" "POLB DEPENDENT LONG PATCH BASE EXCISION REPAIR" "" "" "" "" "" "" "" 6
"89" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "GPCR LIGAND BINDING" "" "" "" "" "" "" "" "" "" 137
"90" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "RESOLUTION OF ABASIC SITES AP SITES" "RESOLUTION OF AP SITES VIA THE MULTIPLE NUCLEOTIDE PATCH REPLACEMENT PATHWAY" "PCNA DEPENDENT LONG PATCH BASE EXCISION REPAIR" "" "" "" "" "" "" "" 21
"91" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "gpcr downstream signalling" "G ALPHA I SIGNALLING EVENTS" "OPIOID SIGNALLING" "" "" "" "" "" "" "" 74
"92" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "NUCLEAR ENVELOPE BREAKDOWN" "" "" "" "" "" "" "" 50
"93" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "axon guidance" "NCAM SIGNALING FOR NEURITE OUT GROWTH" "NCAM1 INTERACTIONS" "" "" "" "" "" "" "" 30
"94" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RECEPTOR TYROSINE KINASES" "SIGNALING BY MET" "MET PROMOTES CELL MOTILITY" "MET ACTIVATES PTK2 SIGNALING" "" "" "" "" "" "" "" 28
"95" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "M PHASE" "MITOTIC PROPHASE" "MASTL FACILITATES MITOTIC PROGRESSION" "" "" "" "" "" "" "" 10
"96" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "SIGNALING BY INTERLEUKINS" "interleukin 12 family signaling" "INTERLEUKIN 12 SIGNALING" "" "" "" "" "" "" "" 39
"97" "IN REACTOME HIERARCHIE" "immune system" "CYTOKINE SIGNALING IN IMMUNE SYSTEM" "SIGNALING BY INTERLEUKINS" "INTERLEUKIN 1 FAMILY SIGNALING" "INTERLEUKIN 1 SIGNALING" "" "" "" "" "" "" "" 91
"98" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "HEPARAN SULFATE HEPARIN HS GAG METABOLISM" "HS GAG DEGRADATION" "" "" "" "" "" "" "" 19
"99" "IN REACTOME HIERARCHIE" "metabolism" "metabolism of carbohydrates" "glycosaminoglycan metabolism" "HEPARAN SULFATE HEPARIN HS GAG METABOLISM" "HS GAG BIOSYNTHESIS" "" "" "" "" "" "" "" 21
