"Category"	"ID"	"Description"	"FDR"	"geneSymbols"	"genesEnriched"	"query_size"	"Count"	"BgRatio"	"GeneRatio"	"celltype"
"GO:BP"	"GO:0048285"	"organelle fission"	1.15892016454328e-08	"Mastl,Ube2c,Ranbp1,Bub1b,Plk1,Kif11,Birc5,Bub1,Ccnb1,Kif4,Mad2l1,Trip13,Kif20b,Kif23,Rad51ap1,Dnm3,Cdc20,Ndc80,Mybl2,Nek2,Cdca8,Kif22,Aurkb,Kifc1"	"ENSMUSG00000026779,ENSMUSG00000001403,ENSMUSG00000005732,ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000012443,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000034311,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024795,ENSMUSG00000032254,ENSMUSG00000030346,ENSMUSG00000040265,ENSMUSG00000006398,ENSMUSG00000024056,ENSMUSG00000017861,ENSMUSG00000026622,ENSMUSG00000028873,ENSMUSG00000030677,ENSMUSG00000020897,ENSMUSG00000079553"	205	24	0.0225873662278625	0.117073170731707	"sCs"
"GO:BP"	"GO:0010564"	"regulation of cell cycle process"	1.50251203728308e-08	"Ccnd1,Ube2c,Ect2,Cenpf,Clspn,Ranbp1,Bub1b,E2f8,Plk1,Kif11,Birc5,Bub1,Ccnb1,Brca1,Stil,Nacc2,Mad2l1,Trip13,Kif20b,Kif23,Rad51ap1,Cdc20,Ndc80,Nek2"	"ENSMUSG00000070348,ENSMUSG00000001403,ENSMUSG00000027699,ENSMUSG00000026605,ENSMUSG00000042489,ENSMUSG00000005732,ENSMUSG00000040084,ENSMUSG00000046179,ENSMUSG00000030867,ENSMUSG00000012443,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000017146,ENSMUSG00000028718,ENSMUSG00000026932,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024795,ENSMUSG00000032254,ENSMUSG00000030346,ENSMUSG00000006398,ENSMUSG00000024056,ENSMUSG00000026622"	167	24	0.0283644284496638	0.143712574850299	"sCs"
"GO:BP"	"GO:0071174"	"mitotic spindle checkpoint signaling"	1.89662141159054e-08	"Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	9	0.00184676579221517	0.0443349753694581	"sCs"
"GO:BP"	"GO:0007094"	"mitotic spindle assembly checkpoint signaling"	1.89662141159054e-08	"Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	9	0.00184676579221517	0.0443349753694581	"sCs"
"GO:BP"	"GO:0071173"	"spindle assembly checkpoint signaling"	1.89662141159054e-08	"Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	9	0.00184676579221517	0.0443349753694581	"sCs"
"GO:BP"	"GO:0031577"	"spindle checkpoint signaling"	2.32151407471949e-08	"Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	9	0.00189411876124633	0.0443349753694581	"sCs"
"GO:BP"	"GO:0045841"	"negative regulation of mitotic metaphase/anaphase transition"	2.71388049078987e-08	"Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	9	0.00194147173027749	0.0443349753694581	"sCs"
"GO:BP"	"GO:0033046"	"negative regulation of sister chromatid segregation"	2.95301692248649e-08	"Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	9	0.00198882469930865	0.0443349753694581	"sCs"
"GO:BP"	"GO:0030071"	"regulation of mitotic metaphase/anaphase transition"	2.95301692248649e-08	"Ube2c,Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000001403,ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	10	0.00274647220380718	0.0492610837438424	"sCs"
"GO:BP"	"GO:2000816"	"negative regulation of mitotic sister chromatid separation"	2.95301692248649e-08	"Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	9	0.00198882469930865	0.0443349753694581	"sCs"
"GO:BP"	"GO:0033048"	"negative regulation of mitotic sister chromatid segregation"	2.95301692248649e-08	"Bub1b,Plk1,Birc5,Bub1,Ccnb1,Mad2l1,Trip13,Ndc80,Aurkb"	"ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000041431,ENSMUSG00000029910,ENSMUSG00000021569,ENSMUSG00000024056,ENSMUSG00000020897"	203	9	0.00198882469930865	0.0443349753694581	"sCs"
"GO:CC"	"GO:0000785"	"chromatin"	7.76090268330039e-10	"H3c4,Esco2,Hells,H2bc7,Uchl5,H3c6,Plk1,Hmgb2,H2ac7,Hr,Nap1l5,H3c11,H2bc15,H1f5,Nacc2,H2bc8,Mms22l,H3c8,Rad51ap1,Klf2,H2ac8,Kif22,H2ac20,Hmga1,Parpbp,Sinhcaf,H4c12,Igfbp3,Myocd,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000022034,ENSMUSG00000025001,ENSMUSG00000069268,ENSMUSG00000018189,ENSMUSG00000069273,ENSMUSG00000030867,ENSMUSG00000054717,ENSMUSG00000071478,ENSMUSG00000022096,ENSMUSG00000055430,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058773,ENSMUSG00000026932,ENSMUSG00000058385,ENSMUSG00000045751,ENSMUSG00000099517,ENSMUSG00000030346,ENSMUSG00000055148,ENSMUSG00000069272,ENSMUSG00000030677,ENSMUSG00000068855,ENSMUSG00000046711,ENSMUSG00000035365,ENSMUSG00000039985,ENSMUSG00000064288,ENSMUSG00000020427,ENSMUSG00000020542,ENSMUSG00000061991"	230	30	0.0289779215835554	0.130434782608696	"sCs"
"GO:CC"	"GO:0000786"	"nucleosome"	5.65930752405154e-08	"H3c4,H2bc7,H3c6,H2ac7,H3c11,H2bc15,H1f5,H2bc8,H3c8,H2ac8,H2ac20,H4c12,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058773,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000061991"	230	13	0.00566235249333841	0.0565217391304348	"sCs"
"GO:CC"	"GO:0000775"	"chromosome, centromeric region"	7.57491011385889e-08	"Esco2,Mis18bp1,Hells,Cenpf,Bub1b,Knl1,Plk1,Birc5,Bub1,Wdhd1,Mad2l1,Ndc80,Nek2,Cdca8,Aurkb"	"ENSMUSG00000022034,ENSMUSG00000047534,ENSMUSG00000025001,ENSMUSG00000026605,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000037572,ENSMUSG00000029910,ENSMUSG00000024056,ENSMUSG00000026622,ENSMUSG00000028873,ENSMUSG00000020897"	203	15	0.00946897601827179	0.0738916256157636	"sCs"
"GO:CC"	"GO:0044815"	"DNA packaging complex"	9.57085338809623e-08	"H3c4,H2bc7,H3c6,H2ac7,H3c11,H2bc15,H1f5,H2bc8,H3c8,H2ac8,H2ac20,H4c12,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000071478,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058773,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000064288,ENSMUSG00000061991"	230	13	0.00604301484583175	0.0565217391304348	"sCs"
"GO:CC"	"GO:0032993"	"protein-DNA complex"	8.58248725483925e-07	"H3c4,H2bc7,H3c6,H2ac7,Mcm3,H3c11,H2bc15,H1f5,H2bc8,H3c8,H2ac8,H2ac20,Cdc45,H4c12,H2ac10"	"ENSMUSG00000099583,ENSMUSG00000069268,ENSMUSG00000069273,ENSMUSG00000071478,ENSMUSG00000041859,ENSMUSG00000101972,ENSMUSG00000095217,ENSMUSG00000058773,ENSMUSG00000058385,ENSMUSG00000099517,ENSMUSG00000069272,ENSMUSG00000068855,ENSMUSG00000000028,ENSMUSG00000064288,ENSMUSG00000061991"	230	15	0.0105633802816901	0.0652173913043478	"sCs"
"GO:CC"	"GO:0098687"	"chromosomal region"	6.34315570533558e-06	"Esco2,Mis18bp1,Hells,Cenpf,Bub1b,Knl1,Plk1,Birc5,Bub1,Wdhd1,Mad2l1,Ndc80,Nek2,Cdca8"	"ENSMUSG00000022034,ENSMUSG00000047534,ENSMUSG00000025001,ENSMUSG00000026605,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000037572,ENSMUSG00000029910,ENSMUSG00000024056,ENSMUSG00000026622,ENSMUSG00000028873"	172	14	0.0143700038066235	0.0813953488372093	"sCs"
"GO:CC"	"GO:0005819"	"spindle"	6.91722707964865e-06	"Ect2,Cenpf,Bub1b,Plk1,Kif11,Birc5,Ccnb1,Dlgap5,Mad2l1,Kif20b,Kif23,Cdc20,Nek2,Cdca8,Kif22,Aurkb,Kifc1"	"ENSMUSG00000027699,ENSMUSG00000026605,ENSMUSG00000040084,ENSMUSG00000030867,ENSMUSG00000012443,ENSMUSG00000017716,ENSMUSG00000041431,ENSMUSG00000037544,ENSMUSG00000029910,ENSMUSG00000024795,ENSMUSG00000032254,ENSMUSG00000006398,ENSMUSG00000026622,ENSMUSG00000028873,ENSMUSG00000030677,ENSMUSG00000020897,ENSMUSG00000079553"	205	17	0.0182717929196802	0.0829268292682927	"sCs"
"GO:CC"	"GO:0030496"	"midbody"	9.0444707956649e-06	"Ect2,Anln,Cenpf,Cep55,Plk1,Birc5,Kif4,Kif20b,Kif23,Nek2,Cdca8,Aurkb"	"ENSMUSG00000027699,ENSMUSG00000036777,ENSMUSG00000026605,ENSMUSG00000024989,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000034311,ENSMUSG00000024795,ENSMUSG00000032254,ENSMUSG00000026622,ENSMUSG00000028873,ENSMUSG00000020897"	203	12	0.00904073087171679	0.0591133004926108	"sCs"
"GO:CC"	"GO:0000776"	"kinetochore"	1.28652897924839e-05	"Cenpf,Bub1b,Knl1,Plk1,Birc5,Bub1,Mad2l1,Ndc80,Nek2,Aurkb"	"ENSMUSG00000026605,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000029910,ENSMUSG00000024056,ENSMUSG00000026622,ENSMUSG00000020897"	203	10	0.00613818043395508	0.0492610837438424	"sCs"
"GO:CC"	"GO:0000922"	"spindle pole"	1.55437771877468e-05	"Cenpf,Plk1,Kif11,Ccnb1,Dlgap5,Mad2l1,Kif20b,Cdc20,Nek2,Aurkb,Kifc1"	"ENSMUSG00000026605,ENSMUSG00000030867,ENSMUSG00000012443,ENSMUSG00000041431,ENSMUSG00000037544,ENSMUSG00000029910,ENSMUSG00000024795,ENSMUSG00000006398,ENSMUSG00000026622,ENSMUSG00000020897,ENSMUSG00000079553"	205	11	0.00780357822611344	0.0536585365853659	"sCs"
"GO:CC"	"GO:0000779"	"condensed chromosome, centromeric region"	2.19042900162649e-05	"Cenpf,Bub1b,Knl1,Plk1,Birc5,Bub1,Mad2l1,Ndc80,Nek2,Aurkb"	"ENSMUSG00000026605,ENSMUSG00000040084,ENSMUSG00000027326,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000027379,ENSMUSG00000029910,ENSMUSG00000024056,ENSMUSG00000026622,ENSMUSG00000020897"	203	10	0.00656642558051009	0.0492610837438424	"sCs"
"GO:CC"	"GO:0032153"	"cell division site"	4.66303619517586e-05	"Hmcn1,Mastl,Ect2,Anln,Cep55"	"ENSMUSG00000066842,ENSMUSG00000026779,ENSMUSG00000027699,ENSMUSG00000036777,ENSMUSG00000024989"	60	5	0.00352112676056338	0.0833333333333333	"sCs"
"GO:CC"	"GO:0000228"	"nuclear chromosome"	4.91416219329294e-05	"H3c4,Uchl5,H3c6,Plk1,Birc5,Brca1,Mcm3,H3c11,Wdhd1,Mms22l,H3c8,Nek2,Sinhcaf,H4c12"	"ENSMUSG00000099583,ENSMUSG00000018189,ENSMUSG00000069273,ENSMUSG00000030867,ENSMUSG00000017716,ENSMUSG00000017146,ENSMUSG00000041859,ENSMUSG00000101972,ENSMUSG00000037572,ENSMUSG00000045751,ENSMUSG00000099517,ENSMUSG00000026622,ENSMUSG00000039985,ENSMUSG00000064288"	200	14	0.0151789113056719	0.07	"sCs"
"GO:CC"	"GO:0043292"	"contractile fiber"	0.000173426672117407	"Acta2,Myl9,Dek,Cacna1d,Ankrd1,Pgm5,Synpo,Parvb,Tmod1,Cavin4,Ldb3"	"ENSMUSG00000035783,ENSMUSG00000067818,ENSMUSG00000021377,ENSMUSG00000015968,ENSMUSG00000024803,ENSMUSG00000041731,ENSMUSG00000043079,ENSMUSG00000022438,ENSMUSG00000028328,ENSMUSG00000028348,ENSMUSG00000021798"	183	11	0.0116577845451085	0.0601092896174863	"sCs"
"GO:CC"	"GO:0032154"	"cleavage furrow"	0.000287926156570617	"Hmcn1,Mastl,Ect2,Cep55"	"ENSMUSG00000066842,ENSMUSG00000026779,ENSMUSG00000027699,ENSMUSG00000024989"	60	4	0.00266463646745337	0.0666666666666667	"sCs"
"GO:CC"	"GO:0072686"	"mitotic spindle"	0.000290238240818469	"Ect2,Plk1,Kif11,Mad2l1,Kif20b,Kif23,Kif22,Aurkb,Kifc1"	"ENSMUSG00000027699,ENSMUSG00000030867,ENSMUSG00000012443,ENSMUSG00000029910,ENSMUSG00000024795,ENSMUSG00000032254,ENSMUSG00000030677,ENSMUSG00000020897,ENSMUSG00000079553"	205	9	0.00732775028549676	0.0439024390243902	"sCs"
"GO:CC"	"GO:0030017"	"sarcomere"	0.0012368250128262	"Myl9,Cacna1d,Ankrd1,Pgm5,Synpo,Parvb,Tmod1,Cavin4,Ldb3"	"ENSMUSG00000067818,ENSMUSG00000015968,ENSMUSG00000024803,ENSMUSG00000041731,ENSMUSG00000043079,ENSMUSG00000022438,ENSMUSG00000028328,ENSMUSG00000028348,ENSMUSG00000021798"	183	9	0.0101351351351351	0.0491803278688525	"sCs"
"GO:CC"	"GO:0030485"	"smooth muscle contractile fiber"	0.00317800167605955	"Acta2"	"ENSMUSG00000035783"	2	1	0.000190331176246669	0.5	"sCs"
"GO:CC"	"GO:0005869"	"dynactin complex"	0.0101433295060014	"Acta2"	"ENSMUSG00000035783"	2	1	0.00071374191092501	0.5	"sCs"
"GO:CC"	"GO:1990712"	"HFE-transferrin receptor complex"	0.022100817433395	"Tfrc"	"ENSMUSG00000022797"	14	1	0.000285496764370004	0.0714285714285714	"sCs"
