"pathway" "pval" "padj" "log2err" "ES" "NES" "size" "leadingEdge" "day" "type"
"REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE" 0.954545454545455 0.996461622210125 0.0492917662312669 -0.296897466469284 -0.488082698238146 6 "Casp3" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP" 0.998214285714286 1 0.0405756447890657 0.24580256187628 0.484851983834656 43 "Noa1 Noa6 Lss Aab Sqle Cyp51 Hmgs1 S5d Srebf1 Noa2 Idi1 Tbl1xr1 Nfyb" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON" 0.355716878402904 0.774091237467623 0.0925528864684773 0.610174537899565 1.09822198708426 17 "Ikbke Tlr4 Cd14" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING" 0.490367775831874 0.846410385346766 0.0732558655828455 0.524906170041849 0.995981474094679 23 "Gng7 Gng12 Gnb3 Grik5" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES" 0.606170598911071 0.884358219743907 0.0645031249656493 0.497411856717833 0.895266196397473 17 "Mmp2 Mmp3 Mmp11 Ctsl" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7" 0.19620253164557 0.693989741302409 0.142901149386948 -0.775075105152961 -1.29539750136018 7 "Cdk1 Cnb2" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS" 0.200988467874794 0.693989741302409 0.122679189568808 0.565810999812413 1.22017813712008 74 "Tuba4a Lin7a Camk2d Tubb3 Cask Gria3 Gria1 Ppm1e" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA" 0.927272727272727 0.990783210533995 0.0495901956956338 -0.327417500384506 -0.531579942582929 5 "Tfdp1 Pmaip1" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION" 0.38018018018018 0.782942024456385 0.0883594442500905 0.650964434208618 1.09900738468866 10 "Prkag3 Prkag2 Pparg1a Mapk12 Prkaa2" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA" 0.90316573556797 0.985443003550866 0.0470699590082662 0.382522619223842 0.624860040621829 8 "Tfdp2 E2f1 Trp63 Trp53bp2" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_RAC1" 0.564814814814815 0.870196686717108 0.080419996876154 -0.532069749629634 -0.937843650299146 11 "Robo1 Slit2" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS" 0.069620253164557 0.552140762463343 0.248911114434702 -0.862245135438385 -1.44108640128033 7 "Camkk1" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS" 0.810650887573965 0.950453739029407 0.0546808488785442 0.468904561025587 0.723845356450882 5 "Rasgrp1 Hras" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_SMO" 0.236983842010772 0.710907291322996 0.117249716749792 0.695393941024357 1.235840132825 16 "Gas1 Bo" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS" 0.787387387387387 0.945226328087843 0.0518457624865066 0.442452190610999 0.74698124705432 10 "Mapk10 Mapk3" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S" 0.110843373493976 0.614541003671971 0.208955027549354 -0.58845071791754 -1.31718654062105 59 "Eif4a2 Eif3j1 Eif3k Eif3b Eif2s1 Eif2s3x Eif4g1 Rpsa Rps3" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE" 0.206563706563707 0.693989741302409 0.132147260608774 0.806314471448618 1.26932749366733 6 "Pde6b Sag Sl24a1 Cngb1 Rho" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX" 0.482993197278912 0.84477647914071 0.0878312634480124 -0.469167377628936 -0.97432134313323 32 "Cd45 Rpa2 Or1 Mm10 Mm5 Pola1 Cdk2 Mm2 Mm6 Cd6 Gmnn Mm7" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS" 0.522727272727273 0.857108559498956 0.0739901439101341 0.609762262241668 0.99089721368975 7 "Tfap2e Tfap2a Wwox Crebbp Cited2" "D0_D2" "FAPs"
"REACTOME_ACTIVATION_OF_TRKA_RECEPTORS" 0.1003861003861 0.60810025192171 0.195789002148949 0.889922589375176 1.35120479529807 4 "Ntrk2 Adyap1r1 Adora2a" "D0_D2" "FAPs"
"REACTOME_ACYL_CHAIN_REMODELING_OF_CL" 0.276859504132231 0.733771219566674 0.116234148779716 -0.736834256389943 -1.21131398084971 6 "Pla2g4a Hadhb" "D0_D2" "FAPs"
"REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG" 0.65495867768595 0.895792478590046 0.0670512579829467 -0.532774307751983 -0.875850928510536 6 "Mgll" "D0_D2" "FAPs"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC" 0.143375680580762 0.65515255359894 0.156312403073186 0.740727338392718 1.333197304918 17 "Lpat2 Plaat3 Pla2r1 Plbd1 Pla2g4b Pnpla8" "D0_D2" "FAPs"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE" 0.276481149012567 0.733771219566674 0.107140237276725 0.672798289989159 1.19568359603454 16 "Plaat3 Pla2r1 Abhd4 Plbd1 Pla2g4b Pnpla8" "D0_D2" "FAPs"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG" 0.870246085011186 0.972946924870002 0.0572461135202884 -0.371146821616857 -0.648732421051202 10 "Crls1 Pla2g4a" "D0_D2" "FAPs"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PI" 0.245810055865922 0.719544734428417 0.117249716749792 0.755242097297351 1.23370641075837 8 "Plaat3 Pla2r1 Plbd1" "D0_D2" "FAPs"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS" 0.137254901960784 0.650743400743401 0.158514105424824 0.77598288707592 1.35817175190698 13 "Pla1a Plaat3 Pla2r1 Pla2g4b Osbpl5" "D0_D2" "FAPs"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM" 0.775649794801642 0.94203346944527 0.0399218624292714 0.34061468597739 0.890474697919924 572 "Tuba4a Blnk Lnx1 Map3k8 Nfkb1 Xdh Ppl Dnm3 H2-D1 Sos3 Cyba Iam1 Tubb3 Ritor Bl10 Hew2 Prkg1 Pak3 S100a1 Mgrn1 Lyn Stim1 Tlr4 Pag1 C3 Iam5 Tirap Netin2 Rel Cd4 Ctsb Cd80 Orai2 Trp1 Ctsl Pik3r1 Rnf130 Rnf41 Rnf144b Ube2e2 Itga4 Rasgrp1 H2-DMb2 Cole12 Btr Cd14 Pten Pik3r2 Nfkbie Ptpn22" "D0_D2" "FAPs"
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY" 0.301098901098901 0.743840899959823 0.114750719227023 -0.692833769210628 -1.1868003194968 9 "Ady7 Ady9 Ady1 Ady6" "D0_D2" "FAPs"
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY" 0.137209302325581 0.650743400743401 0.183023938384487 -0.762750628304199 -1.3621495533709 12 "Gnai1 Ady7 Ady9 Ady1" "D0_D2" "FAPs"
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS" 0.225287356321839 0.703632519700173 0.13880510939114 -0.623721837507963 -1.21705644491032 21 "Cdh2 Netin3 Cdh13 Cadm3 Cdh4" "D0_D2" "FAPs"
"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION" 0.763819095477387 0.94142353558839 0.0498907356726307 0.371897775267124 0.789520642499563 69 "Rln1 Adm Gng7 Gng12 Adyap1r1 Ramp2 Gnb3" "D0_D2" "FAPs"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1" 0.0690265486725664 0.552140762463343 0.227987202850442 0.769882953359286 1.44297772641336 22 "Gng7 P2ry1 Gng12 Gnb3" "D0_D2" "FAPs"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12" 0.503571428571429 0.848479976615025 0.0728938564822936 0.536839698676363 0.978098068108183 18 "Gng7 Gng12 Gnb3" "D0_D2" "FAPs"
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION" 0.642728904847397 0.893216697702007 0.0611692626746689 0.462191935970191 0.869345819635673 25 "Gng7 Gng12 Gnb3" "D0_D2" "FAPs"
"REACTOME_ADRENOCEPTORS" 0.773737373737374 0.94203346944527 0.0579754757571486 -0.462118091565536 -0.750273605694428 5 "Adrb2 Adra1b" "D0_D2" "FAPs"
"REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING" 0.826388888888889 0.9540869511896 0.0613026075396207 -0.399760262806452 -0.704630594721689 11 "Capza1 Prksh S100b" "D0_D2" "FAPs"
"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION" 0.186471663619744 0.686902062710833 0.135740943810425 0.782918096557549 1.29867730022342 9 "Ay3 Dpep1 Ggt7 Mgst1" "D0_D2" "FAPs"
"REACTOME_AGGREPHAGY" 0.142602495543672 0.65515255359894 0.155241966228839 0.667758838455212 1.2941915572759 32 "Tuba4a Tubb3" "D0_D2" "FAPs"
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL" 0.370535714285714 0.782942024456385 0.102449405629826 -0.582085503353149 -1.08443812347022 14 "Akt1s1 Cdkn1b Akt1" "D0_D2" "FAPs"
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS" 0.619744058500914 0.886202259279182 0.0637845390312975 0.542685532060952 0.900187880119362 9 "Nr4a1 Foxo1 Akt3" "D0_D2" "FAPs"
"REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM" 0.685185185185185 0.904594867414683 0.0704500850658419 -0.474505443168173 -0.836378909376862 11 "Elovl1 Elovl5" "D0_D2" "FAPs"
"REACTOME_ALPHA_OXIDATION_OF_PHYTANATE" 0.923076923076923 0.990783210533995 0.048701086452153 0.352777010547619 0.54457990425387 5 "Aldh3a2 Hal1" "D0_D2" "FAPs"
"REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY" 0.0237534260811084 0.300557463881122 0.352487857583619 0.897485567502425 1.5485955685743 11 "Alpk1 Tifa Tab3" "D0_D2" "FAPs"
"REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION" 0.104536489151874 0.60810025192171 0.193813302725311 0.88132731028914 1.3605000550023 5 "Cfb C3 Gzmm" "D0_D2" "FAPs"
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS" 0.252631578947368 0.724033301094233 0.11146266692298 0.70183107052434 1.21099717372203 11 "Chrm3 Adra2a" "D0_D2" "FAPs"
"REACTOME_AMINO_ACIDS_REGULATE_MTORC1" 0.714529914529915 0.912091096265154 0.0538979025357319 0.400661606792648 0.820227974565309 51 "Sl38a9 Wdr59 Atp6v0e Depd5 Atp6v1b1 Rragd" "D0_D2" "FAPs"
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE" 0.263279445727483 0.726207155366525 0.127505315300183 -0.591167346183506 -1.16624338838094 24 "Sl38a4 Sl36a4 Sl6a12 Sl6a15 Sl7a5 Sl16a10" "D0_D2" "FAPs"
"REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY" 0.8125 0.950453739029407 0.0526973085708419 0.44633028083408 0.725311254976566 7 "Mlxipl Prkag2 Prkaa2" "D0_D2" "FAPs"
"REACTOME_AMYLOID_FIBER_FORMATION" 1.06011320645955e-06 6.65327048374014e-05 0.643551836150722 -0.865808725314907 -1.99804269926684 75 "H2b15 H2b8 H412 H2b7 H36 H2a4 H411 H311 H46 H38 H32 H310 H2b3 H2a13" "D0_D2" "FAPs"
"REACTOME_ANCHORING_FIBRIL_FORMATION" 0.473094170403587 0.840617541315448 0.0883594442500905 -0.525308396877794 -0.987246131525414 15 "Col1a1 Tll1 Col1a2" "D0_D2" "FAPs"
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE" 0.307692307692308 0.743840899959823 0.0949751525905595 0.499549813430223 1.09935683456861 95 "Tuba4a Iqb1 Ninl" "D0_D2" "FAPs"
"REACTOME_ANDROGEN_BIOSYNTHESIS" 0.909090909090909 0.989159326832337 0.051530912208539 -0.377860957169574 -0.592669401073566 4 "Hsd17b12 Srd5a1" "D0_D2" "FAPs"
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS" 0.107964601769912 0.614541003671971 0.179782316298324 0.737143894653276 1.38161549947954 22 "Blnk Lyn Stim1 Orai2 Trp1 Pik3r1" "D0_D2" "FAPs"
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC" 0.935201401050788 0.994126692580411 0.0426733861156084 0.308744905240795 0.585826998026014 23 "H2-D1 H2-Q10 Tap2 H2-Q7 Tapbp" "D0_D2" "FAPs"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION" 0.554076539101497 0.866825904079654 0.0646484568421928 0.431027831089802 0.940071822934855 90 "H2-D1 Cyba S100a1 Tlr4 Tirap Ctsl Cd14 H2-Q10 Psmb8 Psmb5 Tap2 H2-Q7 Tapbp Ikbkb Psma2" "D0_D2" "FAPs"
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION" 0.382165605095541 0.782942024456385 0.12384217120105 -0.3774127787021 -1.01751939857012 286 "Klhl13 Spsb4 Anap1 Asb3 Rnf138 Pja2 Hetd2 Fbxw11 Klhl42 Skp2 Smurf2 Elob Ube2w Traf7 Cd16 Cd26 Cbll1 Cul7 Ube3 Ubb Cd20 Klhl9 Cd23 Ube2s Arel1 Dtx3l Blmh Fbxl14 Trim39 Ube4a Pja1 Spsb1 Psme3 Fbxo40 Mylip Anap5 Ube2z Dzip3 Stub1 Klhl22 Thop1 Ith Ube2q1 Cd34 Lrsam1 Ube2e1 Rnf182 Uba5 Asb6 Mib2 Ube2bp Keap1 Fbxo10 Kbtbd7 Ube2g2 
Ube2b Psmd7 Traip Psm2 Rhy1" "D0_D2" "FAPs"
"REACTOME_ANTIMICROBIAL_PEPTIDES" 0.806859205776173 0.950453739029407 0.0508054139066364 0.411479572130769 0.718749085092728 14 "Cd4 Art1 Leap2 Ln2 Pglyrp1 Clu Tlr2" "D0_D2" "FAPs"
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES" 0.0808330729962811 0.568731352157691 0.287805130535564 -0.61621304220124 -1.4202413523577 72 "Eif4a2 Ppm1b Ranbp2 Kpna1 Nup107 Nup43 Ubb Se13 Nup133 Nup50 Isg15 Nup35 Abe1 Ddx58 Eif2ak2 Trim25 Oasl1 Aaas Kpna3 Nd1 Oas1a Rae1 Ube2e1 Seh1l Eif4g1 Flnb Eif4g2 Nup205 Nup88 Usp18 Nup153 Oas2 Ub" "D0_D2" "FAPs"
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION" 0.8107202680067 0.950453739029407 0.0471642455670861 0.361052080055658 0.785244498022614 91 "Rln1 Adm Gng7 Gng12 Adyap1r1 Lyn Ramp2 Dpep1 Gnb3" "D0_D2" "FAPs"
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A" 0.0943820224719101 0.605020189894139 0.219250346703755 -0.718736578669601 -1.44715811338588 26 "Anap1 Cd16 Cd26 Ubb Cd20 Cd23 Ube2s Nek2 Anap5 Ube2e1 Bub3 Anap11 Mad2l1 Ub Ube2" "D0_D2" "FAPs"
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B" 0.10161662817552 0.60810025192171 0.213927855492356 -0.726283244322785 -1.43279739189178 24 "Anap1 Cd16 Cd26 Ubb Cdk1 Cd20 Cd23 Ube2s Anap5 Ube2e1" "D0_D2" "FAPs"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1" 0.601010101010101 0.882437433356332 0.0817515582532145 -0.389666152640542 -0.893855531679202 73 "Anap1 Skp2 Cd16 Cd26 Ubb Pttg1 Cd20 Cd23 Ube2s Psme3 Anap5 Ube2e1 Psmd7 Psm2 Anap11 Psmd1 Sem1 Ub Ube2" "D0_D2" "FAPs"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS" 0.523227383863081 0.857108559498956 0.0875697115548511 -0.401290604992865 -0.950119475184373 85 "Anap1 Skp2 Cd16 Cna2 Cd26 Ubb Cdk1 Pttg1 Cd20 Cd23 Ube2s Nek2 Psme3 Anap5 Ube2e1 Bub3 Psmd7 Psm2 Cdk2 Anap11 Fbxo5 Mad2l1 Psmd1 Sem1 Ub Ube2" "D0_D2" "FAPs"
"REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY" 0.776371308016878 0.94203346944527 0.0598603117764473 -0.443537504875994 -0.74129251701679 7 "Polb Pnkp" "D0_D2" "FAPs"
"REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION" 0.717171717171717 0.912605372459387 0.0615706755421678 -0.499957610494571 -0.811708102250172 5 "Hmga1 Psip1" "D0_D2" "FAPs"
"REACTOME_APOPTOSIS" 0.12316715542522 0.637183235867446 0.219250346703755 -0.495137415874198 -1.25383868804554 162 "H1f3 H1f5 Lmnb1 Un5b Ywhag Sfn Kpna1 Ptk2 Akt1 Ubb Ywhab" "D0_D2" "FAPs"
"REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION" 0.0105493830240597 0.170638989327316 0.380730400722792 -0.921538783332613 -1.67256004822587 13 "H1f3 H1f5" "D0_D2" "FAPs"
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS" 0.641891891891892 0.893216697702007 0.0723570851036907 -0.418031751036049 -0.855555968467346 29 "Lmnb1 Ptk2 Tjp1 Casp3 Ap Ain1 Vim Bap31" "D0_D2" "FAPs"
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS" 0.43595041322314 0.823088998185023 0.0883594442500905 -0.689581871881808 -1.08159911005563 4 "Tjp1 Casp3" "D0_D2" "FAPs"
"REACTOME_APOPTOTIC_EXECUTION_PHASE" 0.0042314369993953 0.0790371982387051 0.407017918923954 -0.789501001915272 -1.68888545061667 43 "H1f3 H1f5 Lmnb1 Kpna1 Ptk2" "D0_D2" "FAPs"
"REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE" 0.608928571428571 0.885983920718838 0.0635007968065945 0.490577958441933 0.893811233766043 18 "Diablo Uaa Mapk3 Apip Septin4 Casp7" "D0_D2" "FAPs"
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT" 0.896491228070175 0.983632683106367 0.0446854397644147 0.342667551341783 0.674976471326946 36 "Gng7 Gng12 Gnb3" "D0_D2" "FAPs"
