"Cluster" "Category" "ID" "Description" "FDR" "query_size" "Count" "term_size" "effective_domain_size" "GeneRatio" "BgRatio"
"cluster_1" "HP" "HP:0000977" "Soft skin" 0.00319554564931057 30 5 36 4637 0.166666666666667 0.00776364028466681
"cluster_1" "HP" "HP:0001933" "Subcutaneous hemorrhage" 0.00356898244222268 30 9 201 4637 0.3 0.0433469915893897
"cluster_1" "HP" "HP:0004944" "Dilatation of the cerebral artery" 0.00421642516368228 30 5 38 4637 0.166666666666667 0.00819495363381497
"cluster_1" "HP" "HP:0001073" "Cigarette-paper scars" 0.00588515546669895 30 3 6 4637 0.1 0.00129394004744447
"cluster_1" "HP" "HP:0100823" "Genital hernia" 0.00588515546669895 30 3 6 4637 0.1 0.00129394004744447
"cluster_1" "HP" "HP:0000139" "Uterine prolapse" 0.00588515546669895 30 3 6 4637 0.1 0.00129394004744447
"cluster_1" "HP" "HP:0010749" "Blepharochalasis" 0.00588515546669895 30 3 6 4637 0.1 0.00129394004744447
"cluster_1" "HP" "HP:0031650" "Abnormal atrioventricular valve physiology" 0.00601445032571596 30 8 159 4637 0.266666666666667 0.0342894112572784
"cluster_1" "HP" "HP:0031869" "Recurrent joint dislocation" 0.0102540329201476 30 3 7 4637 0.1 0.00150959672201855
"cluster_1" "HP" "HP:0001384" "Abnormality of the hip joint" 0.0109176692426231 30 10 295 4637 0.333333333333333 0.063618718999353
"cluster_1" "HP" "HP:0000015" "Bladder diverticulum" 0.0117187994168921 30 4 22 4637 0.133333333333333 0.00474444684062972
"cluster_1" "HP" "HP:0031653" "Abnormal heart valve physiology" 0.0119502524317044 30 10 298 4637 0.333333333333333 0.0642656890230753
"cluster_1" "HP" "HP:0005262" "Abnormality of the synovia" 0.0142728580933816 30 10 304 4637 0.333333333333333 0.0655596290705197
"cluster_1" "HP" "HP:0005294" "Arterial dissection" 0.0163347931977965 30 3 8 4637 0.1 0.00172525339659262
"cluster_1" "HP" "HP:0002617" "Vascular dilatation" 0.0185169722563437 30 8 185 4637 0.266666666666667 0.0398964847962044
"cluster_1" "HP" "HP:0000978" "Bruising susceptibility" 0.0204967408303218 30 7 134 4637 0.233333333333333 0.0288979943929265
"cluster_1" "HP" "HP:0012888" "Abnormality of the uterine cervix" 0.0243951831445784 30 3 9 4637 0.1 0.0019409100711667
"cluster_1" "HP" "HP:0001519" "Disproportionate tall stature" 0.02471340538835 30 5 54 4637 0.166666666666667 0.0116454604270002
"cluster_1" "HP" "HP:0002758" "Osteoarthritis" 0.02471340538835 30 5 54 4637 0.166666666666667 0.0116454604270002
"cluster_1" "HP" "HP:0025487" "Abnormality of bladder morphology" 0.0270621683062831 30 5 55 4637 0.166666666666667 0.0118611171015743
"cluster_1" "HP" "HP:0006094" "Finger joint hypermobility" 0.0368701343855539 30 4 29 4637 0.133333333333333 0.00625404356264826
"cluster_1" "HP" "HP:0030311" "Lower extremity joint dislocation" 0.0374708287117212 30 9 268 4637 0.3 0.0577959887858529
"cluster_1" "HP" "HP:0002105" "Hemoptysis" 0.038248170044245 30 5 59 4637 0.166666666666667 0.0127237437998706
"cluster_1" "HP" "HP:0006256" "Abnormality of hand joint mobility" 0.0423515229842529 30 4 30 4637 0.133333333333333 0.00646970023722234
"cluster_1" "HP" "HP:0008921" "Neonatal short-limb short stature" 0.0475015530885219 30 3 11 4637 0.1 0.00237222342031486
"cluster_1" "HP" "HP:0001027" "Soft, doughy skin" 0.0475015530885219 30 3 11 4637 0.1 0.00237222342031486
"cluster_1" "HP" "HP:0004947" "Arteriovenous fistula" 0.0475015530885219 30 3 11 4637 0.1 0.00237222342031486
"cluster_1" "HP" "HP:0001030" "Fragile skin" 0.0484075828860062 30 4 31 4637 0.133333333333333 0.00668535691179642
"cluster_1" "HP" "HP:0009145" "Abnormal cerebral artery morphology" 0.0487717299781933 30 5 62 4637 0.166666666666667 0.0133707138235928
"cluster_1" "HP" "HP:0001373" "Joint dislocation" 0.0492286994488849 30 10 350 4637 0.333333333333333 0.0754798361009273
"cluster_1" "HP" "HP:0005005" "Femoral bowing present at birth, straightening with time" 0.0493542864116059 30 2 2 4637 0.0666666666666667 0.000431313349148156
"cluster_1" "HP" "HP:0005897" "Severe generalized osteoporosis" 0.0493542864116059 30 2 2 4637 0.0666666666666667 0.000431313349148156
"cluster_1" "HP" "HP:0003321" "Biconcave flattened vertebrae" 0.0493542864116059 30 2 2 4637 0.0666666666666667 0.000431313349148156
"cluster_1" "HP" "HP:0006201" "Hypermobility of distal interphalangeal joints" 0.0493542864116059 30 2 2 4637 0.0666666666666667 0.000431313349148156
"cluster_1" "HP" "HP:0005623" "Absent ossification of calvaria" 0.0493542864116059 30 2 2 4637 0.0666666666666667 0.000431313349148156
"cluster_1" "KEGG" "KEGG:04933" "AGE-RAGE signaling pathway in diabetic complications" 0.000221994853450721 36 6 101 8787 0.166666666666667 0.0114942528735632
"cluster_1" "KEGG" "KEGG:04974" "Protein digestion and absorption" 0.000328354809607 36 6 108 8787 0.166666666666667 0.0122908842608399
"cluster_1" "KEGG" "KEGG:04512" "ECM-receptor interaction" 0.032865296264744 36 4 88 8787 0.111111111111111 0.0100147945829066
"cluster_1" "REAC" "REAC:R-MMU-1474244" "Extracellular matrix organization" 2.77560751859536e-06 39 11 258 8631 0.282051282051282 0.0298922488703511
"cluster_1" "REAC" "REAC:R-MMU-8948216" "Collagen chain trimerization" 3.57218749824609e-06 39 6 38 8631 0.153846153846154 0.00440273432974163
"cluster_1" "REAC" "REAC:R-MMU-1474290" "Collagen formation" 2.68149424159881e-05 39 7 88 8631 0.179487179487179 0.0101958058162438
"cluster_1" "REAC" "REAC:R-MMU-1650814" "Collagen biosynthesis and modifying enzymes" 5.44109345014569e-05 39 6 59 8631 0.153846153846154 0.00683582435407253
"cluster_1" "REAC" "REAC:R-MMU-2022090" "Assembly of collagen fibrils and other multimeric structures" 7.35067818656477e-05 39 6 62 8631 0.153846153846154 0.00718340864326266
"cluster_1" "REAC" "REAC:R-MMU-1474228" "Degradation of the extracellular matrix" 0.000409588654596583 39 7 131 8631 0.179487179487179 0.0151778472946356
"cluster_1" "REAC" "REAC:R-MMU-1442490" "Collagen degradation" 0.000981600938954747 39 5 54 8631 0.128205128205128 0.00625651720542232
"cluster_1" "REAC" "REAC:R-MMU-8874081" "MET activates PTK2 signaling" 0.00125114699762733 39 4 26 8631 0.102564102564103 0.00301239717298111
"cluster_1" "REAC" "REAC:R-MMU-216083" "Integrin cell surface interactions" 0.00266650636436921 39 5 66 8631 0.128205128205128 0.00764685436218283
"cluster_1" "REAC" "REAC:R-MMU-3000171" "Non-integrin membrane-ECM interactions" 0.00334757214338952 39 4 33 8631 0.102564102564103 0.00382342718109141
"cluster_1" "REAC" "REAC:R-MMU-8875878" "MET promotes cell motility" 0.00477217303051299 39 4 36 8631 0.102564102564103 0.00417101147028154
"cluster_1" "REAC" "REAC:R-MMU-3000178" "ECM proteoglycans" 0.0073084144244873 39 4 40 8631 0.102564102564103 0.00463445718920171
"cluster_1" "REAC" "REAC:R-MMU-2243919" "Crosslinking of collagen fibrils" 0.0115831698624325 39 3 16 8631 0.0769230769230769 0.00185378287568069
"cluster_1" "REAC" "REAC:R-MMU-186797" "Signaling by PDGF" 0.0178288775730467 39 4 50 8631 0.102564102564103 0.00579307148650214
"cluster_1" "WP" "WP:WP3855" "Dysregulated miRNA Targeting in Insulin/PI3K-AKT Signaling" 0.0177793908239077 28 3 26 4526 0.107142857142857 0.00574458683163942
"cluster_1" "WP" "WP:WP85" "Focal Adhesion" 0.0270700249410587 28 6 185 4526 0.214285714285714 0.0408749447635882
"cluster_1" "WP" "WP:WP458" "Inflammatory Response Pathway" 0.0273068715916647 28 3 30 4526 0.107142857142857 0.0066283694211224
"cluster_2" "GO:BP" "GO:0002376" "immune system process" 3.50252825623001e-05 37 10 331 11240 0.27027027027027 0.0294483985765125
"cluster_2" "GO:BP" "GO:0006955" "immune response" 8.15875556329074e-05 37 9 272 11240 0.243243243243243 0.0241992882562278
"cluster_2" "GO:BP" "GO:0009605" "response to external stimulus" 0.00288794619069714 37 7 219 11240 0.189189189189189 0.0194839857651246
"cluster_2" "GO:BP" "GO:0006935" "chemotaxis" 0.00315748772827681 37 5 82 11240 0.135135135135135 0.00729537366548043
"cluster_2" "GO:BP" "GO:0042330" "taxis" 0.00315748772827681 37 5 82 11240 0.135135135135135 0.00729537366548043
"cluster_2" "GO:BP" "GO:0042221" "response to chemical" 0.0121232729943583 37 7 273 11240 0.189189189189189 0.024288256227758
"cluster_2" "GO:BP" "GO:0040011" "locomotion" 0.0406309586872199 37 5 139 11240 0.135135135135135 0.0123665480427046
"cluster_2" "GO:MF" "GO:0042379" "chemokine receptor binding" 1.80469873655784e-05 41 5 39 13399 0.121951219512195 0.00291066497499813
"cluster_2" "GO:MF" "GO:0008009" "chemokine activity" 1.80469873655784e-05 41 5 39 13399 0.121951219512195 0.00291066497499813
"cluster_2" "GO:MF" "GO:0001664" "G protein-coupled receptor binding" 0.000163316095844745 41 5 60 13399 0.121951219512195 0.00447794611538174
"cluster_2" "GO:MF" "GO:0005125" "cytokine activity" 0.000436251618195574 41 5 73 13399 0.121951219512195 0.00544816777371446
"cluster_2" "GO:MF" "GO:0048018" "receptor ligand activity" 0.00145845318032527 41 7 248 13399 0.170731707317073 0.0185088439435779
"cluster_2" "GO:MF" "GO:0030546" "signaling receptor activator activity" 0.00145845318032527 41 7 248 13399 0.170731707317073 0.0185088439435779
"cluster_2" "GO:MF" "GO:0030545" "receptor regulator activity" 0.00161896772317653 41 7 252 13399 0.170731707317073 0.0188073736846033
"cluster_2" "GO:MF" "GO:0005126" "cytokine receptor binding" 0.00654201797262522 41 5 127 13399 0.121951219512195 0.00947831927755803
"cluster_2" "GO:MF" "GO:0005102" "signaling receptor binding" 0.0110338826915816 41 8 464 13399 0.195121951219512 0.0346294499589522
"cluster_2" "KEGG" "KEGG:04061" "Viral protein interaction with cytokine and cytokine receptor" 2.27118140998814e-05 44 7 92 8787 0.159090909090909 0.0104700125184932
"cluster_2" "KEGG" "KEGG:04062" "Chemokine signaling pathway" 0.000267627112188068 44 8 189 8787 0.181818181818182 0.0215090474564698
"cluster_2" "KEGG" "KEGG:04060" "Cytokine-cytokine receptor interaction" 0.00568432475972258 44 8 288 8787 0.181818181818182 0.0327756913622397
"cluster_2" "MIRNA" "MIRNA:mmu-miR-320-3p" "mmu-miR-320-3p" 0.0293513101113031 34 3 26 7131 0.0882352941176471 0.00364605244706212
"cluster_2" "REAC" "REAC:R-MMU-380108" "Chemokine receptors bind chemokines" 0.019283560765347 39 4 51 8631 0.102564102564103 0.00590893291623219
"cluster_2" "REAC" "REAC:R-MMU-375276" "Peptide ligand-binding receptors" 0.0373938955186306 39 6 182 8631 0.153846153846154 0.0210867802108678
"cluster_2" "WP" "WP:WP2292" "Chemokine signaling pathway" 0.000361718961255315 29 8 177 4526 0.275862068965517 0.0391073795846222
"cluster_2" "WP" "WP:WP3625" "TYROBP Causal Network" 0.0165792728419823 29 4 58 4526 0.137931034482759 0.0128148475475033
"cluster_3" "CORUM" "CORUM:5547" "Cdc2-Ccnb1 complex" 0.00113396307090505 7 2 2 1073 0.285714285714286 0.00186393289841566
"cluster_3" "CORUM" "CORUM:5706" "Cdc2-Ccnb1 complex" 0.00113396307090505 7 2 2 1073 0.285714285714286 0.00186393289841566
"cluster_3" "GO:BP" "GO:0007049" "cell cycle" 9.6262806218899e-13 104 20 202 11240 0.192307692307692 0.0179715302491103
"cluster_3" "GO:BP" "GO:0022402" "cell cycle process" 5.66163224564889e-12 104 17 141 11240 0.163461538461538 0.0125444839857651
"cluster_3" "GO:BP" "GO:0051726" "regulation of cell cycle" 4.23208525755577e-10 104 14 106 11240 0.134615384615385 0.00943060498220641
"cluster_3" "GO:BP" "GO:0010564" "regulation of cell cycle process" 2.58965235040221e-09 104 10 43 11240 0.0961538461538462 0.00382562277580071
"cluster_3" "GO:BP" "GO:0007059" "chromosome segregation" 2.97156619145377e-08 104 10 54 11240 0.0961538461538462 0.00480427046263345
"cluster_3" "GO:BP" "GO:1903047" "mitotic cell cycle process" 2.04360478769573e-07 104 10 65 11240 0.0961538461538462 0.00578291814946619
"cluster_3" "GO:BP" "GO:0000278" "mitotic cell cycle" 1.67595594081295e-06 104 10 80 11240 0.0961538461538462 0.00711743772241993
"cluster_3" "GO:BP" "GO:0007017" "microtubule-based process" 5.55156626558808e-06 104 14 214 11240 0.134615384615385 0.0190391459074733
"cluster_3" "GO:BP" "GO:0098813" "nuclear chromosome segregation" 6.68702875590123e-06 104 8 48 11240 0.0769230769230769 0.00427046263345196
"cluster_3" "GO:BP" "GO:0051301" "cell division" 1.8653150595316e-05 104 7 36 11240 0.0673076923076923 0.00320284697508897
"cluster_3" "GO:BP" "GO:0044770" "cell cycle phase transition" 4.90108694437129e-05 104 6 25 11240 0.0576923076923077 0.00222419928825623
"cluster_3" "GO:BP" "GO:0000075" "cell cycle checkpoint" 8.06996309441668e-05 104 6 27 11240 0.0576923076923077 0.00240213523131673
"cluster_3" "GO:BP" "GO:0007093" "mitotic cell cycle checkpoint" 0.000101033323806308 104 5 15 11240 0.0480769230769231 0.00133451957295374
"cluster_3" "GO:BP" "GO:0008608" "attachment of spindle microtubules to kinetochore" 0.000139402405606452 104 4 7 11240 0.0384615384615385 0.000622775800711744
"cluster_3" "GO:BP" "GO:0007346" "regulation of mitotic cell cycle" 0.00019480259202025 104 6 31 11240 0.0576923076923077 0.00275800711743772
"cluster_3" "GO:BP" "GO:0007018" "microtubule-based movement" 0.000194979048539266 104 9 100 11240 0.0865384615384615 0.00889679715302491
"cluster_3" "GO:BP" "GO:0045930" "negative regulation of mitotic cell cycle" 0.000379866706530732 104 5 19 11240 0.0480769230769231 0.00169039145907473
"cluster_3" "GO:BP" "GO:1901987" "regulation of cell cycle phase transition" 0.000655059015209222 104 5 21 11240 0.0480769230769231 0.00186832740213523
"cluster_3" "GO:BP" "GO:0044772" "mitotic cell cycle phase transition" 0.000841512245762599 104 5 22 11240 0.0480769230769231 0.00195729537366548
"cluster_3" "GO:BP" "GO:0045786" "negative regulation of cell cycle" 0.0016944675662368 104 6 44 11240 0.0576923076923077 0.00391459074733096
"cluster_3" "GO:BP" "GO:0051783" "regulation of nuclear division" 0.00190243090855894 104 4 12 11240 0.0384615384615385 0.00106761565836299
"cluster_3" "GO:BP" "GO:0007088" "regulation of mitotic nuclear division" 0.00190243090855894 104 4 12 11240 0.0384615384615385 0.00106761565836299
"cluster_3" "GO:BP" "GO:1901991" "negative regulation of mitotic cell cycle phase transition" 0.00272842587724004 104 4 13 11240 0.0384615384615385 0.00115658362989324
"cluster_3" "GO:BP" "GO:1901988" "negative regulation of cell cycle phase transition" 0.00272842587724004 104 4 13 11240 0.0384615384615385 0.00115658362989324
"cluster_3" "GO:BP" "GO:0051304" "chromosome separation" 0.00379265495192333 104 4 14 11240 0.0384615384615385 0.00124555160142349
"cluster_3" "GO:BP" "GO:0010948" "negative regulation of cell cycle process" 0.00679812378501879 104 4 16 11240 0.0384615384615385 0.00142348754448399
"cluster_3" "GO:BP" "GO:0000280" "nuclear division" 0.00875019340526732 104 6 58 11240 0.0576923076923077 0.00516014234875445
"cluster_3" "GO:BP" "GO:0000819" "sister chromatid segregation" 0.00942883484000534 104 5 35 11240 0.0480769230769231 0.00311387900355872
"cluster_3" "GO:BP" "GO:1901990" "regulation of mitotic cell cycle phase transition" 0.0112680926285598 104 4 18 11240 0.0384615384615385 0.00160142348754448
"cluster_3" "GO:BP" "GO:0140014" "mitotic nuclear division" 0.0124760329192988 104 5 37 11240 0.0480769230769231 0.00329181494661922
"cluster_3" "GO:BP" "GO:0006996" "organelle organization" 0.0162058597899069 104 18 654 11240 0.173076923076923 0.0581850533807829
"cluster_3" "GO:BP" "GO:0048285" "organelle fission" 0.0169470262556068 104 6 65 11240 0.0576923076923077 0.00578291814946619
"cluster_3" "GO:BP" "GO:0051276" "chromosome organization" 0.0191882998338902 104 10 218 11240 0.0961538461538462 0.0193950177935943
"cluster_3" "GO:BP" "GO:0044839" "cell cycle G2/M phase transition" 0.0245103985726051 104 3 8 11240 0.0288461538461538 0.000711743772241993
"cluster_3" "GO:BP" "GO:0006974" "cellular response to DNA damage stimulus" 0.0363030649821944 104 9 189 11240 0.0865384615384615 0.0168149466192171
"cluster_3" "GO:BP" "GO:0006928" "movement of cell or subcellular component" 0.0363030649821944 104 9 189 11240 0.0865384615384615 0.0168149466192171
"cluster_3" "GO:BP" "GO:0031577" "spindle checkpoint" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0045841" "negative regulation of mitotic metaphase/anaphase transition" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0007094" "mitotic spindle assembly checkpoint" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0033046" "negative regulation of sister chromatid segregation" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0033047" "regulation of mitotic sister chromatid segregation" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0033048" "negative regulation of mitotic sister chromatid segregation" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0045839" "negative regulation of mitotic nuclear division" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0051784" "negative regulation of nuclear division" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0051985" "negative regulation of chromosome segregation" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0071174" "mitotic spindle checkpoint" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:1902100" "negative regulation of metaphase/anaphase transition of cell cycle" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0071173" "spindle assembly checkpoint" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:1905819" "negative regulation of chromosome separation" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:2000816" "negative regulation of mitotic sister chromatid separation" 0.0365182311569052 104 3 9 11240 0.0288461538461538 0.000800711743772242
"cluster_3" "GO:BP" "GO:0051988" "regulation of attachment of spindle microtubules to kinetochore" 0.0498801395891422 104 2 2 11240 0.0192307692307692 0.000177935943060498
"cluster_3" "GO:CC" "GO:0005694" "chromosome" 5.87214009111862e-12 64 19 233 7218 0.296875 0.0322804100858964
"cluster_3" "GO:CC" "GO:0043232" "intracellular non-membrane-bounded organelle" 1.2843840914506e-07 64 26 808 7218 0.40625 0.111942366306456
"cluster_3" "GO:CC" "GO:0043228" "non-membrane-bounded organelle" 1.2843840914506e-07 64 26 808 7218 0.40625 0.111942366306456
"cluster_3" "GO:CC" "GO:0000775" "chromosome, centromeric region" 1.41854666708355e-07 64 7 25 7218 0.109375 0.00346356331393738
"cluster_3" "GO:CC" "GO:0000786" "nucleosome" 2.55411367768741e-07 64 11 110 7218 0.171875 0.0152396785813245
"cluster_3" "GO:CC" "GO:0044815" "DNA packaging complex" 3.10126479715982e-07 64 11 112 7218 0.171875 0.0155167636464395
"cluster_3" "GO:CC" "GO:0098687" "chromosomal region" 4.47972799995744e-07 64 7 29 7218 0.109375 0.00401773344416736
"cluster_3" "GO:CC" "GO:0032993" "protein-DNA complex" 4.52036247854991e-07 64 11 116 7218 0.171875 0.0160709337766694
"cluster_3" "GO:CC" "GO:0000785" "chromatin" 9.52427474407616e-06 64 11 155 7218 0.171875 0.0214740925464117
"cluster_3" "GO:CC" "GO:0000776" "kinetochore" 2.89763151139095e-05 64 5 17 7218 0.078125 0.00235522305347742
"cluster_3" "GO:CC" "GO:0043226" "organelle" 0.00497378289461897 64 34 2103 7218 0.53125 0.291354945968412
"cluster_3" "GO:CC" "GO:0043229" "intracellular organelle" 0.00520924467971039 64 33 2010 7218 0.515625 0.278470490440565
"cluster_3" "GO:CC" "GO:0031262" "Ndc80 complex" 0.00841315931694821 64 2 2 7218 0.03125 0.00027708506511499
"cluster_3" "GO:CC" "GO:0031617" "NMS complex" 0.00841315931694821 64 2 2 7218 0.03125 0.00027708506511499
"cluster_3" "GO:CC" "GO:0099080" "supramolecular complex" 0.0172923163715667 64 8 178 7218 0.125 0.0246605707952341
"cluster_3" "GO:CC" "GO:0005622" "intracellular anatomical structure" 0.0232754665129648 64 36 2460 7218 0.5625 0.340814630091438
"cluster_3" "GO:MF" "GO:0008017" "microtubule binding" 1.41358686139532e-08 119 12 99 13399 0.100840336134454 0.00738861109037988
"cluster_3" "GO:MF" "GO:0015631" "tubulin binding" 1.13311679407323e-07 119 12 118 13399 0.100840336134454 0.00880662736025076
"cluster_3" "GO:MF" "GO:0005524" "ATP binding" 4.0864002749151e-07 119 31 1061 13399 0.260504201680672 0.0791850138070005
"cluster_3" "GO:MF" "GO:0003774" "motor activity" 4.47814988949265e-07 119 11 105 13399 0.092436974789916 0.00783640570191805
"cluster_3" "GO:MF" "GO:0032559" "adenyl ribonucleotide binding" 5.73321695609028e-07 119 31 1076 13399 0.260504201680672 0.080304500335846
"cluster_3" "GO:MF" "GO:0008092" "cytoskeletal protein binding" 5.84284323563095e-07 119 17 317 13399 0.142857142857143 0.0236584819762669
"cluster_3" "GO:MF" "GO:0030554" "adenyl nucleotide binding" 6.1302636671783e-07 119 31 1079 13399 0.260504201680672 0.080528397641615
"cluster_3" "GO:MF" "GO:0003777" "microtubule motor activity" 8.56496420803503e-07 119 9 63 13399 0.0756302521008403 0.00470184342115083
"cluster_3" "GO:MF" "GO:0035639" "purine ribonucleoside triphosphate binding" 1.02378546451748e-06 119 35 1373 13399 0.294117647058824 0.102470333606986
"cluster_3" "GO:MF" "GO:0097367" "carbohydrate derivative binding" 1.15463864850913e-06 119 36 1450 13399 0.302521008403361 0.108217031121725
"cluster_3" "GO:MF" "GO:0032555" "purine ribonucleotide binding" 1.43900311165002e-06 119 35 1391 13399 0.294117647058824 0.1038137174416
"cluster_3" "GO:MF" "GO:0017076" "purine nucleotide binding" 1.70208289898672e-06 119 35 1400 13399 0.294117647058824 0.104485409358907
"cluster_3" "GO:MF" "GO:0032553" "ribonucleotide binding" 1.79945045171811e-06 119 35 1403 13399 0.294117647058824 0.104709306664676
"cluster_3" "GO:MF" "GO:0005488" "binding" 1.87495392514854e-06 119 101 8158 13399 0.848739495798319 0.608851406821405
"cluster_3" "GO:MF" "GO:0000166" "nucleotide binding" 4.9406873136731e-06 119 36 1532 13399 0.302521008403361 0.114336890812747
"cluster_3" "GO:MF" "GO:1901265" "nucleoside phosphate binding" 4.9406873136731e-06 119 36 1532 13399 0.302521008403361 0.114336890812747
"cluster_3" "GO:MF" "GO:0043168" "anion binding" 2.41451564901635e-05 119 35 1554 13399 0.294117647058824 0.115978804388387
"cluster_3" "GO:MF" "GO:0046982" "protein heterodimerization activity" 4.18943422977725e-05 119 10 128 13399 0.0840336134453782 0.00955295171281439
"cluster_3" "GO:MF" "GO:0036094" "small molecule binding" 5.86349738343637e-05 119 36 1688 13399 0.302521008403361 0.12597955071274
"cluster_3" "GO:MF" "GO:1901363" "heterocyclic compound binding" 0.000205606066047573 119 54 3347 13399 0.453781512605042 0.249794760803045
"cluster_3" "GO:MF" "GO:0097159" "organic cyclic compound binding" 0.000218322398701891 119 54 3353 13399 0.453781512605042 0.250242555414583
"cluster_3" "GO:MF" "GO:0140097" "catalytic activity, acting on DNA" 0.0013325416096777 119 7 79 13399 0.0588235294117647 0.00589596238525263
"cluster_3" "GO:MF" "GO:0046983" "protein dimerization activity" 0.00232434731646687 119 12 292 13399 0.100840336134454 0.0217926710948578
"cluster_3" "GO:MF" "GO:0017111" "nucleoside-triphosphatase activity" 0.00236968587202593 119 17 570 13399 0.142857142857143 0.0425404880961266
"cluster_3" "GO:MF" "GO:0016462" "pyrophosphatase activity" 0.00346822649678283 119 17 587 13399 0.142857142857143 0.0438092394954847
"cluster_3" "GO:MF" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 0.00395314420326685 119 17 593 13399 0.142857142857143 0.0442570341070229
"cluster_3" "GO:MF" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 0.00403960460458186 119 17 594 13399 0.142857142857143 0.0443316665422793
"cluster_3" "GO:MF" "GO:0043167" "ion binding" 0.004114941713442 119 47 3003 13399 0.394957983193277 0.224121203074856
